UniprotID	Q5T197-3
Accession	Q5T197;B4DXA0;E9PHV3;Q5T198;Q6P1W6;Q71S70;Q96M70
EntryName	DCST1_HUMAN
ProteinName	E3 ubiquitin-protein ligase DCST1 (EC 2.3.2.27) (DC-STAMP domain-containing protein 1) (RING-type E3 ubiquitin transferase)
GeneName	DCST1
Length	681
Function	E3 ubiquitin-protein ligase which mediates 'Lys-48'-linked ubiquitination of STAT2 and induces its proteasomal degradation thereby negatively regulating type-I-interferon signaling. Essential sperm cell-surface protein required for sperm-egg fusion and fertilization (By similarity).
Subcellular Location	Cell membrane; Cytoplasmic vesicle; Secretory vesicle; Acrosome membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.023446113
pNuLoCRegion	
pNuLoCScore	0.6081370922222222,0.617252563,0.6190269754545454,0.6168700108333333,0.6152039407692308,0.6124708021428571,0.6098289086666667,0.609408833125,0.6099966447058824,0.6228411429411765,0.6325992288235295,0.6462345923529411,0.6603637317647059,0.6600520447058824,0.6614461376470588,0.661815445882353,0.6559310047058823,0.6508151635294117,0.64959544,0.6460692841176471,0.6439543370588235,0.637999795882353,0.6365649370588236,0.6317182547058823,0.611874978235294,0.585208288235294,0.5567565376470588,0.5275498717647059,0.4954894617647059,0.46341985117647067,0.4312582082352941,0.39785226529411766,0.3648952370588235,0.33246100882352936,0.30024132529411757,0.26775993117647057,0.24105155882352947,0.21545167647058824,0.19349134647058827,0.16800010882352942,0.14603520000000003,0.1371074182352941,0.13372763352941175,0.12904183764705882,0.12513171294117648,0.12154331235294116,0.11836956764705882,0.11569661588235297,0.11293732588235296,0.10988798082352944,0.10709185700000001,0.10501563582352942,0.10261359841176472,0.10036602841176469,0.09806010723529411,0.09570925841176468,0.09165251870588234,0.08774945252941176,0.084004808,0.08034010788235295,0.07665548023529413,0.07320268170588236,0.06991857288235294,0.06663678976470588,0.06341250835294118,0.060265268705882356,0.05715493317647059,0.054134577,0.051161637352941186,0.048247059588235296,0.045386472882352945,0.042622026411764706,0.03996945523529411,0.0390950634117647,0.03818455135294118,0.03729909435294118,0.036642116588235296,0.036333766,0.03610300394117647,0.035921615823529415,0.03575016835294118,0.0355898495882353,0.035438751176470586,0.03530388270588236,0.035175201941176466,0.03507135511764706,0.03497662476470588,0.03487484794117648,0.03466513764705883,0.03436325952941177,0.03405519447058824,0.033741963764705896,0.0333976365882353,0.033039618,0.032669882823529416,0.032277884058823536,0.031871660764705885,0.03145294305882353,0.031023317058823524,0.03058731488235294,0.030145498647058816,0.029701771823529413,0.02925701988235294,0.028813424352941173,0.028375995999999997,0.028052557294117646,0.027829258,0.027623843705882355,0.027429958588235295,0.027260814352941174,0.02711093005882353,0.02698771452941176,0.02689120682352941,0.026811127352941177,0.026746391529411762,0.026683996764705883,0.026625840235294115,0.026573441411764702,0.026526721941176466,0.026484932176470587,0.02644765758823529,0.026396167117647057,0.026344804588235293,0.02629059976470588,0.026239154588235294,0.02618929429411765,0.026141613470588233,0.026095819529411764,0.026045271999999998,0.02599550805882353,0.025945262117647055,0.025895245529411765,0.02584784152941176,0.025802236,0.02575913523529412,0.025715880117647055,0.02567335529411765,0.025630687411764705,0.025605647705882348,0.02558334523529412,0.02556654682352941,0.025549753117647057,0.025534131588235295,0.02551765105882353,0.02550224876470588,0.025494035411764707,0.025485827941176473,0.02548086770588235,0.02547731617647059,0.025474671647058827,0.025473616529411765,0.02547243394117647,0.02548479388235294,0.025493103941176466,0.025497816117647055,0.02550220223529412,0.02550347052941176,0.02550626982352941,0.02550692558823529,0.025507247294117644,0.025508429705882355,0.025511029529411765,0.025515509411764708,0.025520692000000005,0.02552640164705883,0.025532144058823533,0.025539987647058827,0.025547869058823534,0.025555018235294123,0.025549291823529413,0.025548129176470587,0.025550554235294117,0.025553547058823532,0.02555798135294118,0.025561527411764703,0.025566655941176467,0.025572267176470587,0.025578461588235294,0.025583389941176468,0.025585552705882354,0.025588207470588237,0.025590567470588237,0.02559327729411765,0.025595002999999998,0.02560516470588235,0.02561176476470588,0.025619326529411762,0.025624142411764705,0.025628102235294124,0.025633951705882358,0.02564112152941177,0.02564782035294118,0.025654815,0.025661253058823528,0.025667115470588232,0.02567250594117647,0.025678830294117643,0.02568418958823529,0.02568769364705882,0.025690726470588232,0.025692716058823527,0.02568645458823529,0.025684093352941167,0.025681171882352936,0.025679443823529408,0.025676047941176467,0.025669235823529406,0.025663442882352935,0.025658403470588235,0.025652219529411765,0.02564626052941177,0.025639408588235296,0.025631606411764707,0.025623516882352943,0.025614683529411767,0.025607131588235296,0.02555909076470589,0.025520819705882353,0.025492046764705883,0.02546740947058824,0.0254478035882353,0.02543112105882353,0.025414479764705886,0.025398036,0.025382854647058826,0.025365870941176472,0.025350644,0.025335842588235298,0.02532106076470589,0.025307811235294117,0.025296528588235292,0.025287136352941178,0.02527699752941176,0.0253077794117647,0.025330567882352936,0.025344570941176467,0.02535361088235294,0.02535499570588235,0.025354146470588233,0.025356482647058826,0.025360117764705887,0.025360346823529417,0.025361658000000006,0.02536262323529412,0.02536310294117647,0.02536305394117647,0.025361465352941176,0.025358089058823526,0.02535177964705882,0.02533407970588235,0.025297877235294117,0.025252341882352945,0.025200841176470593,0.025154612647058826,0.02511000052941177,0.02507776029411765,0.02505074529411765,0.025025054058823534,0.025001064588235297,0.024975630705882355,0.024948242529411767,0.024919970352941176,0.024890529294117645,0.024862610176470585,0.024834471176470585,0.024808214470588234,0.024795894529411763,0.024803064058823526,0.024817615176470586,0.024836272176470584,0.024851634470588232,0.024868301058823525,0.024874054352941176,0.024874343294117647,0.024874056176470583,0.024874189235294112,0.024877418176470587,0.02488258635294118,0.02488953523529412,0.024899380529411767,0.024929159941176473,0.024960606411764705,0.024991238235294116,0.025012289588235294,0.02503446888235294,0.025059544705882356,0.025084940647058823,0.02511009764705882,0.025134772705882352,0.025158839411764708,0.025181054823529416,0.025202173823529413,0.025222798411764707,0.02524207623529412,0.025261299,0.02527988611764706,0.02529845041176471,0.025296617,0.025293428470588235,0.025290847176470593,0.0252955315882353,0.02529701458823529,0.02529658135294118,0.02529662770588235,0.025295389941176468,0.025293980352941173,0.02529247752941176,0.025291795235294116,0.025291532176470587,0.025291008235294114,0.02529050447058823,0.025289362999999992,0.02528320358823529,0.025280190647058817,0.025276869058823523,0.025275182529411765,0.02527425747058823,0.02527459452941176,0.02527311664705882,0.025272278117647057,0.025270678764705876,0.025268907470588232,0.025266400235294115,0.025262768705882354,0.025259484529411763,0.025255598705882357,0.025251238588235296,0.025247654117647064,0.025242528176470592,0.025241810529411768,0.025235919588235296,0.02523025429411765,0.02522285023529412,0.025215401705882354,0.025206694647058825,0.025200226588235296,0.02519218347058824,0.025184904705882347,0.025178021588235296,0.025171155235294118,0.02516468582352941,0.02515829688235294,0.025152029411764705,0.02514556111764706,0.025135677823529413,0.02512554405882353,0.025113897176470588,0.025099726529411764,0.025086342235294122,0.02507264723529412,0.02505882411764706,0.025046736058823533,0.02503164629411765,0.025012980823529412,0.024989087470588235,0.024960676411764707,0.024932401000000003,0.024903636647058823,0.02487622076470588,0.02484908641176471,0.024823637647058822,0.024800767529411766,0.024779127764705883,0.024760201529411763,0.02474618805882353,0.024731332588235296,0.024717085,0.024703103647058827,0.024688234411764706,0.02467663223529412,0.02466935541176471,0.02466752870588235,0.024671094470588233,0.024675227882352938,0.024680180294117643,0.02468357282352941,0.02468762982352941,0.024694528470588232,0.024702147764705876,0.024706674176470583,0.02471002258823529,0.024708490294117643,0.024710005705882353,0.024712187117647055,0.024715691647058825,0.024719980647058822,0.024724312352941178,0.024728238941176473,0.02473126123529412,0.024733332529411765,0.024734105235294117,0.02473526217647059,0.024736505235294116,0.02473703741176471,0.02473391276470589,0.02473038094117647,0.024730105,0.024730402470588237,0.02473469029411765,0.024736417058823533,0.024736828823529417,0.024735562647058826,0.02473325305882353,0.024731118705882352,0.024728963235294117,0.024727555529411766,0.02472666870588235,0.02472659088235294,0.024719584235294117,0.024719134470588235,0.024714045823529412,0.02470750952941177,0.024701266882352947,0.024695602823529415,0.024689754352941178,0.024685580705882358,0.024681977588235295,0.02467962805882353,0.024677807235294117,0.024676602999999995,0.02467604611764706,0.024676295117647056,0.02467685882352941,0.024677756352941182,0.024678984470588236,0.024687351588235294,0.024689633529411767,0.024696435117647055,0.024704794411764708,0.024713037352941176,0.02472100852941176,0.02472901964705882,0.024735266,0.024740485588235293,0.02474433688235294,0.02474689664705882,0.02474742735294118,0.024746000411764706,0.024742433470588236,0.024736885764705886,0.02467289923529412,0.024606012235294118,0.024537567470588238,0.024471386058823527,0.024406312882352937,0.02434149252941176,0.024276884294117645,0.024212142058823525,0.024147784823529406,0.024083535647058816,0.024019608352941174,0.023956328176470587,0.023893941058823524,0.02383254305882353,0.023772260352941176,0.02371363135294118,0.023656755823529413,0.0236581505882353,0.023662309882352944,0.023667441823529412,0.023670441588235294,0.023672374941176473,0.02367384705882353,0.023675037352941176,0.023676423470588237,0.023677499647058824,0.023678701764705885,0.023679949411764708,0.02368084711764706,0.023681456764705882,0.02368225111764706,0.023683003294117648,0.023681924529411768,0.023680933352941178,0.02368068505882353,0.02368058335294118,0.02368104647058824,0.02368169923529412,0.023682441882352943,0.023683193764705887,0.023683846823529413,0.023684530411764708,0.023685045705882347,0.023685315470588237,0.023685569764705882,0.02368572894117647,0.023686047352941175,0.023686151411764705,0.02368605988235294,0.023687624294117648,0.023688913705882355,0.023689421,0.02368979670588235,0.023689712705882354,0.023689246294117644,0.023688910352941173,0.023688541235294118,0.02368819770588235,0.02368770994117647,0.023687410882352943,0.023687369352941176,0.023687360823529412,0.023687512470588232,0.023687664941176474,0.023688920823529407,0.023688045823529406,0.023687146705882345,0.023685925352941173,0.023685345882352937,0.02368527588235294,0.02368538194117647,0.023685547411764707,0.023685643941176473,0.02368598311764706,0.02368642741176471,0.02368699441176471,0.023687489588235296,0.023687634647058826,0.023687121941176476,0.023686657352941176,0.023686217882352943,0.023684784647058827,0.02368565752941177,0.023686706647058825,0.023688095294117653,0.023688702058823532,0.023688729000000002,0.023688313647058826,0.02368752617647059,0.02368646005882353,0.02368486411764706,0.023682717294117646,0.02368009664705882,0.02367691876470588,0.023673740647058822,0.023670854647058825,0.02365728705882353,0.023643765705882357,0.023629464529411764,0.023615146764705885,0.023600629705882357,0.023586209235294118,0.023571827117647062,0.02355739888235294,0.023543061117647063,0.023528931529411757,0.02351496835294117,0.023501279117647052,0.023487949117647053,0.023474957823529406,0.023462522999999992,0.023450330117647057,0.023438478235294116,0.023437348705882353,0.02343609435294117,0.023435620941176467,0.02343522164705882,0.02343494076470588,0.023434614705882345,0.023434339235294116,0.023434081058823525,0.023433830117647058,0.023433631470588235,0.023433593588235296,0.023433558823529415,0.023433609352941177,0.02343374741176471,0.023433835058823533,0.023433955470588234,0.023434090529411766,0.02343408405882353,0.023434247882352943,0.02343449523529412,0.023434532411764707,0.023434298764705885,0.023434126705882352,0.02343392511764706,0.02343379870588235,0.023433752588235296,0.023433650764705882,0.023433439647058824,0.02343324882352941,0.023433084352941176,0.02343302976470588,0.023433019647058826,0.023433050705882356,0.023433089176470592,0.023433148352941177,0.023433074588235292,0.02343297388235294,0.023433041941176465,0.023433438823529412,0.02343384776470588,0.023434228411764704,0.02343455576470588,0.02343491776470588,0.023435294058823525,0.02343570352941176,0.02343608964705882,0.023436472588235294,0.02343731247058823,0.023436899117647056,0.023436767294117644,0.02343669770588235,0.02343664576470588,0.02343668723529412,0.023436719411764707,0.023436596764705886,0.02343639670588235,0.023435930058823523,0.023435526411764704,0.02343515029411764,0.0234346764117647,0.023434008999999995,0.02343336429411765,0.023432685176470586,0.023432250647058825,0.02343136394117647,0.023431787764705884,0.023431914529411763,0.023431935411764707,0.023432012882352943,0.023432035882352945,0.023432089411764705,0.023432200647058827,0.023432321058823532,0.023432560000000005,0.023432755764705885,0.02343295976470588,0.02343322570588235,0.023433735411764703,0.023434187588235292,0.02343646547058823,0.023438085411764703,0.023439295882352936,0.02343978070588235,0.023439644588235293,0.02343851688235294,0.023437180352941178,0.023435712705882357,0.02343361523529412,0.023431893764705884,0.023430496882352943,0.02342939594117647,0.023428421588235295,0.023427588117647058,0.023426861588235294,0.02342602888235294,0.02342538682352941,0.023423048,0.02342120276470588,0.023419658529411767,0.023418602941176467,0.023418162352941172,0.023418792705882346,0.023419675529411765,0.023420698647058823,0.02342237305882353,0.023423789823529412,0.02342493788235294,0.023425877411764707,0.023426706588235292,0.023427415705882353,0.023428062588235293,0.023430598411764703,0.023432722058823532,0.023434732529411764,0.02343680994117647,0.023438830882352938,0.023440857117647058,0.023442458705882352,0.023443829294117646,0.023444912999999998,0.0234459390625,0.0234470318,0.02344821514285714,0.02344951676923077,0.02345101133333333,0.02345274290909091,0.0234547485,0.02345710888888889
