UniprotID	Q9Y233-2
Accession	Q9Y233;A0A3F2YP58;Q6FHX1;Q9HCP9;Q9NTV4;Q9ULW9;Q9Y5T1
EntryName	PDE10_HUMAN
ProteinName	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A (EC 3.1.4.17)
GeneName	PDE10A
Length	789
Function	Plays a role in signal transduction by regulating the intracellular concentration of cyclic nucleotides (PubMed:10373451, PubMed:10393245, PubMed:16330539, PubMed:17389385, PubMed:27058447). Can hydrolyze both cAMP and cGMP, but has higher affinity for cAMP and is more efficient with cAMP as substrate (PubMed:10373451, PubMed:10393245, PubMed:17389385, PubMed:27058447). May play a critical role in regulating cAMP and cGMP levels in the striatum, a region of the brain that contributes to the control of movement and cognition (PubMed:27058447).
Subcellular Location	Cytoplasm; Cytosol
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.34212977
pNuLoCRegion	55...73;117...122;132...147;460...467
