UniprotID	Q14689-5
Accession	Q14689;A6P4T3;B4E0F0;E7EMA5;Q8IVA3;Q8N4S2;Q8TD89;Q96ML9
EntryName	DIP2A_HUMAN
ProteinName	Disco-interacting protein 2 homolog A (DIP2 homolog A) (EC 6.2.1.1)
GeneName	DIP2A C21orf106 DIP2 KIAA0184
Length	1110
Function	Catalyzes the de novo synthesis of acetyl-CoA in vitro (By similarity). Promotes acetylation of CTTN, possibly by providing the acetyl donor, ensuring correct dendritic spine morphology and synaptic transmission (By similarity). Binds to follistatin-related protein FSTL1 and may act as a cell surface receptor for FSTL1, contributing to AKT activation and subsequent FSTL1-induced survival and function of endothelial cells and cardiac myocytes (PubMed:20054002).
Subcellular Location	Cell membrane; Mitochondrion; Cell projection; Dendritic spine
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.7353022
pNuLoCRegion	17...38;53...64
