UniprotID	Q7Z408-2
Accession	Q7Z408;B1AM50;E7EUA6;Q53TY4;Q5VT59;Q8N963;Q96Q03;Q9H4V7;Q9H4V8;Q9H4V9;Q9H4W0;Q9H4W1;Q9H4W2;Q9H4W3;Q9H4W4;Q9HCY5;Q9HCY6;Q9HCY7
EntryName	CSMD2_HUMAN
ProteinName	CUB and sushi domain-containing protein 2 (CUB and sushi multiple domains protein 2)
GeneName	CSMD2 KIAA1884
Length	1167
Function	
Subcellular Location	Cell membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.78283626
pNuLoCRegion	4...24
