UniprotID	Q15032-4
Accession	Q15032;A8K1V0;B3KXQ9;E9PBB4;E9PG42;G5E9G8;Q8IW32
EntryName	R3HD1_HUMAN
ProteinName	R3H domain-containing protein 1
GeneName	R3HDM1 KIAA0029 R3HDM
Length	1044
Function	
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.2788585
pNuLoCRegion	702...706;742...749;763...781;914...920
