UniprotID	Q86VP6-2
Accession	Q86VP6;B2RAU3;O94918;Q6PIY4;Q8NDJ4;Q96JZ9;Q96T19;Q9BTC4;Q9H0G2;Q9P0H7;Q9UF85
EntryName	CAND1_HUMAN
ProteinName	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1)
GeneName	CAND1 KIAA0829 TIP120 TIP120A
Length	1062
Function	Key assembly factor of SCF (SKP1-CUL1-F-box protein) E3 ubiquitin ligase complexes that promotes the exchange of the substrate-recognition F-box subunit in SCF complexes, thereby playing a key role in the cellular repertoire of SCF complexes. Acts as a F-box protein exchange factor. The exchange activity of CAND1 is coupled with cycles of neddylation conjugation: in the deneddylated state, cullin-binding CAND1 binds CUL1-RBX1, increasing dissociation of the SCF complex and promoting exchange of the F-box protein. Probably plays a similar role in other cullin-RING E3 ubiquitin ligase complexes.
Subcellular Location	Cytoplasm; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.7108156
pNuLoCRegion	19...46;319...321
