UniprotID	Q569K4-5
Accession	Q569K4;Q49A04;Q6ZMZ7;Q8IY01;Q8N8H2;Q96DK4
EntryName	Z385B_HUMAN
ProteinName	Zinc finger protein 385B (Zinc finger protein 533)
GeneName	ZNF385B ZNF533
Length	421
Function	May play a role in p53/TP53-mediated apoptosis.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.91109556
pNuLoCRegion	31...33;63...67;133...147;176...189;211...218
pNuLoCScore	0.29569969555555553,0.306431329,0.31129591545454544,0.3170850941666667,0.3240007869230769,0.32898270428571424,0.3308860893333333,0.33000932125,0.3299740788235294,0.3238103858823529,0.32497699764705884,0.3326377994117647,0.3393147517647059,0.3477012405882353,0.35842404352941176,0.3654120841176471,0.3632011552941177,0.3590094829411764,0.3569118411764705,0.3565222229411764,0.3556579347058823,0.352714055882353,0.35009012235294124,0.3493703647058824,0.360633325882353,0.3665838729411765,0.3723993776470588,0.3793198876470588,0.38715940764705886,0.3959773235294118,0.40505077647058824,0.41408853352941183,0.4220761364705883,0.4308239258823529,0.43748246823529413,0.4428476752941176,0.4482781547058823,0.45196297882352937,0.45511229176470586,0.4585733305882352,0.46279988588235293,0.4569021799999999,0.45379276235294114,0.45287614941176463,0.45096531882352936,0.4465603558823529,0.43947581176470585,0.4318675647058823,0.42555361941176467,0.42049022235294115,0.41577749882352943,0.4124873729411765,0.4097745658823529,0.4075946805882353,0.40708075882352945,0.40771220882352943,0.41554739,0.4225299170588236,0.42831490882352946,0.4360678970588236,0.4412908041176471,0.4461507164705883,0.45070110588235296,0.45707123823529416,0.4645774652941177,0.4707509747058824,0.4765782735294118,0.4834597576470589,0.49037602117647067,0.49847126117647056,0.5083989688235293,0.5168126629411764,0.5252332352941176,0.5269208882352941,0.5289583999999999,0.5328911470588236,0.5367728900000001,0.5409134870588236,0.5455560152941177,0.5515383635294118,0.5569626547058824,0.5622449276470588,0.5674270852941177,0.573243727647059,0.5771617688235295,0.5809051594117648,0.5836721747058823,0.5848874099999999,0.5892034835294118,0.5939820505882353,0.5980130952941176,0.6017571776470588,0.6055620188235293,0.6091287435294117,0.6107122494117646,0.6114925411764704,0.6121300799999999,0.6126845005882353,0.6128281241176472,0.6127542688235295,0.61277141,0.6126986982352941,0.6124406294117647,0.6121539788235294,0.6118840570588235,0.6094490600000001,0.6065887282352942,0.6042737923529412,0.6021387923529412,0.5993125805882352,0.5970006211764705,0.5965566064705882,0.5969949770588234,0.5976226711764705,0.5985260535294117,0.6000917676470587,0.6019501476470588,0.6036070829411765,0.6054483123529413,0.6074556929411765,0.6033892047058823,0.599755661764706,0.597716565882353,0.5980391270588236,0.59934788,0.602075191764706,0.6062438917647059,0.6108521482352942,0.615620065882353,0.6201375423529412,0.6245569864705882,0.6292062364705882,0.6335831341176471,0.6382301505882353,0.6434933270588236,0.6491861564705883,0.6554197947058824,0.6682866358823529,0.6810875947058823,0.6923874888235294,0.7017406535294118,0.710367135882353,0.7178380241176471,0.7245807888235295,0.730463324117647,0.7358856652941176,0.7413387594117646,0.7465910858823529,0.7517061535294117,0.7569330688235293,0.7620812664705883,0.7668093958823529,0.7734286823529412,0.7794880794117647,0.7850370088235293,0.7896579005882353,0.7941481964705881,0.7985962223529413,0.8024175311764706,0.8059522429411765,0.8093621394117648,0.8131580411764707,0.8169563388235295,0.8205775841176471,0.8242364370588237,0.8276813547058824,0.8309570364705885,0.8342817894117647,0.8377936970588236,0.839165308235294,0.8408121552941176,0.8423877805882353,0.8449350517647057,0.8474989517647057,0.8496959229411764,0.852268632352941,0.8550543811764706,0.8578047082352941,0.8602365417647059,0.8625865617647058,0.8650001694117646,0.8673940576470587,0.8698105029411765,0.8722768941176471,0.8750027588235294,0.8778263805882353,0.8802009282352941,0.8822998576470588,0.8843642047058823,0.8858630358823528,0.8872577947058823,0.8885057129411763,0.8898435917647057,0.8912366664705881,0.8925368135294116,0.8939330917647057,0.8953144505882351,0.8967220035294117,0.89808568,0.8995075111764705,0.9009155376470589,0.9019281435294116,0.9025700588235294,0.9032740876470585,0.9039037641176468,0.9045736682352938,0.9053708111764704,0.906206895882353,0.9071054511764705,0.9078174629411765,0.9083650864705882,0.9089224123529412,0.9093421311764707,0.9096974470588237,0.9100081882352943,0.9103179805882353,0.9104267452941177,0.9108821188235295,0.9112264952941177,0.911450271764706,0.9118177835294119,0.9121773776470589,0.9124867394117646,0.9127592435294117,0.9130870529411766,0.9133988235294118,0.913710773529412,0.9140470188235296,0.9143704300000001,0.9147049311764706,0.9150500035294119,0.9154002064705883,0.9157169729411765,0.9162198023529411,0.9163497317647057,0.9165232105882353,0.9167988364705881,0.9169584823529411,0.9171022623529412,0.9172665152941176,0.9174322211764706,0.9175422782352941,0.9176388429411764,0.9177109517647059,0.9177597711764703,0.9178251282352939,0.9178735694117646,0.9179073752941176,0.9180960605882351,0.9182912276470587,0.9184935452941175,0.9187091252941175,0.9189006464705881,0.9190275641176471,0.9191219794117648,0.9192342676470588,0.9193534629411765,0.919473835882353,0.919587543529412,0.9197024552941179,0.9197948870588235,0.9198713841176472,0.9199832723529413,0.9201044270588236,0.9202207894117647,0.9201421482352939,0.9200660458823529,0.9199789658823528,0.9198936035294116,0.9198692664705882,0.9199074370588235,0.9199857252941176,0.9200341217647058,0.9200654841176471,0.9200800735294118,0.9200900876470588,0.9200919994117648,0.9201080970588236,0.9201277823529413,0.9201004529411767,0.920001821764706,0.920007655882353,0.920041067647059,0.9200695735294119,0.920048747647059,0.9199619088235295,0.9197764194117647,0.9195596135294117,0.919283611764706,0.9189699670588236,0.9185880888235294,0.9181896,0.9177497176470588,0.9172606570588235,0.9167882570588235,0.9163250364705882,0.9158662835294118,0.9154418523529412,0.9149037911764706,0.9143234717647059,0.9137491129411764,0.9132080658823528,0.9127444576470589,0.9123778047058825,0.9120684517647059,0.9118252064705881,0.9116288376470587,0.911512652352941,0.9114200317647058,0.9113773176470588,0.911390504117647,0.9113916511764705,0.9116604576470588,0.9119585988235294,0.9121031611764705,0.9122500964705882,0.9123515188235294,0.9124534129411765,0.9125441217647059,0.9126325188235294,0.9127554688235292,0.9128679529411764,0.9129730729411764,0.9130838535294117,0.9132009388235294,0.9133239999999999,0.9134487588235294,0.91357768,0.9136892705882352,0.9135024694117648,0.9132952752941176,0.9132331782352942,0.913176878235294,0.9131959376470588,0.9132251405882352,0.9132857758823529,0.9133425964705881,0.9133601317647058,0.9133667864705883,0.9133586547058824,0.9133045229411766,0.9132403229411766,0.9131789735294119,0.9131204558823531,0.9133284500000002,0.9132691535294118,0.9131650770588235,0.9131105829411766,0.9131153476470589,0.9131203947058824,0.9131471011764707,0.9131807041176472,0.9131680576470589,0.9131432658823531,0.9131178282352942,0.9131050170588235,0.9130493788235294,0.9130547611764708,0.9130339670588237,0.912989214117647,0.9129576052941176,0.9126560052941177,0.9126229429411764,0.9126547611764706,0.9126172729411766,0.9125586111764706,0.9125124252941177,0.9124380211764705,0.9123533388235295,0.9123040529411764,0.9122479976470587,0.9122008411764706,0.91215309,0.9121544611764705,0.9121366882352939,0.9121426999999999,0.9121612823529411,0.9119976617647059,0.9118574264705884,0.9116789829411764,0.9115976329411764,0.9115473705882353,0.9115032141176469,0.9114245394117645,0.9113540747058824,0.9112480335294116,0.9111586747058823,0.9110831982352942,0.910977604117647,0.9108761511764706,0.9107576852941177,0.9106062264705883,0.9104643941176471,0.910343805882353,0.9103586941176471,0.9103253117647059,0.9103356558823531,0.9102470794117649,0.910140547647059,0.9100138570588238,0.9098796529411766,0.9097491529411766,0.9096436976470589,0.9095304447058824,0.9094097188235295,0.9093091211764707,0.9092315470588237,0.9091835547058823,0.9091625247058824,0.9091122711764706,0.9092166476470589,0.9093075988235294,0.9094070494117645,0.909412624375,0.9094243593333334,0.909435685,0.9094556146153846,0.9095239908333332,0.909596308181818,0.9096906429999999,0.9097955922222223
pNuLoCDScore	0.034274383267973885,0.02811069032679736,0.02927730209150331,0.03693810385620916,0.04361505620915035,0.052001545032679786,0.06272434797385623,0.06971238856209155,0.06750145973856214,0.05257815394117643,0.04561592572192508,0.03943712877450972,0.03165714778280543,0.02373135159663875,0.019204033019607936,0.01936104345588241,0.030659247058823558,0.04277348705882361,0.047422379999999986,0.04668208823529413,0.04784465588235298,0.04827608294117647,0.046626732941176474,0.048676449411764744,0.05887498117647061,0.0718144429411765,0.08057062705882362,0.0863254523529412,0.09262021999999998,0.09924892294117638,0.10502216941176462,0.10920296588235279,0.10216655999999996,0.09031830705882338,0.08139338470588231,0.07355626176470581,0.0638059111764705,0.05058303235294109,0.03442503529411761,0.01777903117647045,0.003477482941176391,-0.010333703529411764,-0.021704969411764696,-0.030360302352941126,-0.03850358882352939,-0.04436829823529409,-0.0480315329411764,-0.05086112176470575,-0.04725249588235292,-0.03437226294117629,-0.025477853529411676,-0.016808252352941033,-0.009674514705882264,-0.00040963941176458407,0.011225294117647111,0.025203673529411885,0.039023845882353025,0.05026075235294125,0.060800774705882354,0.07097238470588241,0.08060145529411777,0.09087658058823528,0.10131820999999985,0.10910045411764702,0.10968584529411757,0.10439097117647056,0.10064349117647048,0.09682324999999997,0.09548208588235296,0.09476277058823529,0.09485490941176472,0.0944671252941176,0.09238518941176466,0.0914939529411764,0.09084881176470588,0.0897839700000001,0.08678574764705888,0.08243389823529423,0.07527320588235298,0.06807474705882344,0.06397024823529418,0.06706116235294113,0.06905469529411767,0.06886603058823526,0.06878912882352928,0.06821525647058813,0.06515623411764693,0.05995417764705868,0.055167425294117556,0.050439572941176514,0.04540103882352953,0.03951054117647046,0.035609641176470475,0.03179353882352931,0.028768454705882407,0.027266568823529513,0.022680573529411774,0.01546700941176482,0.00857563294117658,0.0025166147058823807,-0.0034232264705881255,-0.009816162941176487,-0.013711628235294149,-0.014935934705882281,-0.015135102941176481,-0.015061829411764815,-0.014302070588235516,-0.01266250117647072,-0.01082126235294123,-0.009091615294117616,-0.006992317058823416,-0.004698285882352882,-0.008494852352941229,-0.009693398235294137,-0.008872162352941193,-0.006234665294117647,-0.002790912352941155,0.0027626111764708083,0.009243270588235486,0.014295541764706043,0.018625088823529534,0.022514871176470663,0.026030932941176532,0.029114468823529416,0.03163298647058832,0.0346230676470588,0.038045014705882285,0.04173046352941179,0.0520305900000001,0.06853097411764697,0.08337102882352931,0.09434836176470585,0.10239277352941178,0.10829194411764698,0.11159413235294113,0.11372864058823529,0.11484325823529407,0.11574812294117642,0.11678177294117642,0.11738484941176475,0.11812301941176462,0.118702918235294,0.11858793941176471,0.11762323941176456,0.11800888764705875,0.11120144352941175,0.10394941411764702,0.09727041176470586,0.09240754294117626,0.08822908647058825,0.08457950705882356,0.08137145411764701,0.0788988152941178,0.07727237588235314,-0.04272193980392158,-0.05648943098039219,-0.06808919745098041,-0.07220701509803922,-0.07544841686274509,-0.07885392627450981,-0.08132245745098039,-0.08291545356862745,-0.08024418003921568,-0.06714218670588237,-0.05523938050267384,-0.041931060627451,-0.03223187604977379,-0.02344462481512609,-0.01413596105882356,-0.004930890750000028,0.012483336235294101,0.03979437329411767,0.06525052800000003,0.08324198035294118,0.09998262564705881,0.11550455152941179,0.12884908211764706,0.13955581705882353,0.14615131435294118,0.14968780494117648,0.1532149955294118,0.1544360331764706,0.15423751082352943,0.15529803052941177,0.15488672847058824,0.15416127317647063,0.14478269847058822,0.12697155494117646,0.11175451199999994,0.09603814494117646,0.08135719905882352,0.06763289023529415,0.05662920552941181,0.048536034941176504,0.042275896470588215,0.036710629411764756,0.03212488529411767,0.026486732941176483,0.024412735294117582,0.022742985294117612,0.021427013529411787,0.021032601764705894,0.028668372352941174,0.0440521647058823,0.055696154705882295,0.06578963176470587,0.0742928517647059,0.08313054529411762,0.09149384999999999,0.09787374529411763,0.10265439176470592,0.10687555529411763,0.11071803176470585,0.11611843764705881,0.11989727529411776,0.12166215117647067,0.12245122588235291,0.12303428176470582,-0.05328750443137256,-0.06725285825490199,-0.0795184638431373,-0.08809516443137255,-0.09377499266666667,-0.09649420537254905,-0.09885413478431376,-0.10203488890196083,-0.10210911943137257,-0.09353656444117649,-0.08325980276470588,-0.07417459439705884,-0.06667116063800907,-0.05957625263445379,-0.05275218832549017,-0.04700054468014707,-0.04046424988235292,-0.02240519041176471,-0.005862925117647036,0.006702586352941187,0.016935229882352937,0.023946868470588245,0.030461119411764742,0.03742068647058827,0.042189018764705905,0.0479295301764706,0.053452843705882325,0.05734042076470586,0.06151479511764707,0.06511961629411764,0.06852844123529409,0.07168825058823526,0.07356443323529407,0.07249286582352941,0.07024351082352935,0.06779483523529406,0.06456498347058823,0.06183689405882353,0.05927438664705886,0.0567799754705883,0.053001318411764725,0.04920735758823533,0.04464953464705884,0.03976341052941179,0.0356308393529412,0.03193931641176473,0.028351517000000048,0.024527372647058898,0.020648713529411777,0.01668667117647063,0.013780978823529466,0.012212963529411786,0.011196313529411778,0.00979832823529414,0.007846375882352902,0.006155058235294081,0.005310515882352929,0.004901002352941164,0.005046128823529422,0.005666583529411767,0.006454015294117599,0.0064529058823529495,0.006349698235294077,0.005980648823529361,0.005467335294117637,0.006333829999999957,0.008878368235294115,0.010144712941176498,0.009735416470588204,0.00957675235294117,0.010111127647058793,0.010661332941176438,0.010252028823529408,0.009020894117647033,0.0067855117647058205,0.003953391764705855,1.6717647058905882e-06,-0.00358245117647063,-0.006865764117647055,-0.009505262352941163,-0.009223062941176419,-0.008079655882352904,-0.007760780588235261,-0.007031779411764694,-0.004434699999999958,-0.00142627352941177,0.0010600947058823917,0.0034967752941176544,0.006694378823529412,0.01032765294117649,0.014465348823529484,0.018850961764705937,0.02370877941176472,0.028692635294117697,0.03292599352941175,0.03737807705882354,0.0390789570588235,0.038128015294117634,0.036210180000000036,0.03398087647058823,0.03140468117647058,0.028165630000000025,0.025211292941176494,0.022197564705882328,0.018732722941176422,0.015283125882352894,0.012095872941176422,0.009035022352941152,0.0065099952941176376,0.004204191176470529,0.0026076552941176334,0.0007005641176470179,-0.0011974100000000376,-0.0019796035294117886,-0.003309277058823612,-0.006275733529411798,-0.008739381176470606,-0.010202475882353013,-0.010973594705882411,-0.01119279294117645,-0.011430087647058773,-0.011534668235294115,-0.011469128823529379,-0.01094326764705883,-0.010768494117647048,-0.010492046470588212,-0.010576184705882341,-0.010995295294117635,-0.011356050588235217,-0.010776835882352898,-0.008322511764705831,-0.0037186347058822955,0.00258435882352942,0.0070623623529412205,0.009817019411764716,0.011848767647058805,0.013600324117647028,0.015406270588235321,0.01692844764705878,0.017331888235294135,0.017580672941176406,0.017696122352941185,0.01742101294117651,0.017486348823529424,0.01838324352941173,0.01814876882352942,0.01751603352941175,0.016961375294117675,0.014122034117647037,0.01201142529411764,0.011404315882352939,0.011341744117647101,0.011236702941176485,0.010973368235294156,0.010548074705882399,0.010924907058823569,0.011593590588235364,0.012053620588235281,0.012602846470588208,0.013184391176470606,0.012532257647058814,0.012739371176470615,0.013374291176470543,0.012759122352941132,0.011685102941176473,0.011014890588235293,0.009567010000000042,0.007722315294117654,0.006422471176470601,0.005020642941176434,0.00351479705882346,0.0019779441176470125,-5.746352941177202e-05,-0.0020386711764705523,-0.003893364705882363,-0.006031287647058847,-0.007750169411764707,-0.009211144117647119,-0.011616977647058768,-0.013364707647058827,-0.014668938235294082,-0.015308473529411698,-0.015274967058823502,-0.01498701235294117,-0.014857732352941133,-0.014404182941176485,-0.013576722352941106,-0.013327564448529422,-0.012766099607843168,-0.012075335756302569,-0.011247264886877856,-0.01011346632352944,-0.008552941978609646,-0.006669695882352944,-0.004150376013071888,-0.002608401895424828,-0.0011480577777777667,-0.0005196724836601663,-0.00018799542483663445,5.252457516338738e-05,0.0004195081045751392,0.0005012875163399044,0.0004496010457516464
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
