UniprotID	Q7Z442-2
Accession	Q7Z442;Q6UEE1;Q6ZN46;Q6ZSP2;Q8N1H9;Q96CL2;Q96Q08
EntryName	PK1L2_HUMAN
ProteinName	Polycystin-1-like protein 2 (Polycystin-1L2) (PC1-like 2 protein) (Polycystic kidney disease protein 1-like 2)
GeneName	PKD1L2 KIAA1879 PC1L2
Length	1774
Function	May function as a G-protein-coupled receptor.
Subcellular Location	Membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.14833374
pNuLoCRegion	11...22;47...53
