UniprotID	Q86U86-7
Accession	Q86U86;A1L381;A1L382;A4FUJ7;Q1RMD1;Q1RMD2;Q96MS2;Q9H2T3;Q9H2T4;Q9H2T5;Q9H301;Q9H314
EntryName	PB1_HUMAN
ProteinName	Protein polybromo-1 (hPB1) (BRG1-associated factor 180) (BAF180) (Polybromo-1D)
GeneName	PBRM1 BAF180 PB1
Length	1597
Function	Involved in transcriptional activation and repression of select genes by chromatin remodeling (alteration of DNA-nucleosome topology). Required for the stability of the SWI/SNF chromatin remodeling complex SWI/SNF-B (PBAF). Acts as a negative regulator of cell proliferation.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9802306
pNuLoCRegion	1...20;28...49;504...528;670...692
