UniprotID	Q96TC7-2
Accession	Q96TC7;A9UMZ9;B3KRR3;Q6ZWE9;Q96H23;Q96SD6;Q9H6G1;Q9NVQ6
EntryName	RMD3_HUMAN
ProteinName	Regulator of microtubule dynamics protein 3 (RMD-3) (hRMD-3) (Cerebral protein 10) (Protein FAM82A2) (Protein FAM82C) (Protein tyrosine phosphatase-interacting protein 51) (TCPTP-interacting protein 51)
GeneName	RMDN3 FAM82A2 FAM82C PTPIP51 hucep-10 UNQ3122/PRO10274
Length	341
Function	Involved in cellular calcium homeostasis regulation. May participate in differentiation and apoptosis of keratinocytes. Overexpression induces apoptosis.
Subcellular Location	Mitochondrion outer membrane; Cytoplasm; Nucleus; Cytoplasm; Cytoskeleton; Spindle; Cytoplasm; Cytoskeleton; Spindle pole
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.67418426
pNuLoCRegion	56...69;79...117
pNuLoCScore	0.4219597466666667,0.41029984199999997,0.4048574854545455,0.41195931416666665,0.42180553615384614,0.43703759428571426,0.44265108799999997,0.445255625,0.4463173058823529,0.44925070176470583,0.4521172217647058,0.453856618235294,0.45742271411764696,0.45873725411764693,0.46044802117647055,0.46322122470588223,0.4707647623529412,0.47948848470588223,0.4894095976470588,0.49644616588235296,0.4942025435294118,0.4893305305882353,0.4786558364705883,0.47384663647058833,0.47004341117647064,0.4686901082352941,0.4663075494117648,0.46556418470588234,0.46530717176470593,0.4626521435294118,0.4594176276470588,0.45827521529411763,0.45839990999999997,0.45885084882352933,0.46001970411764703,0.462039344117647,0.46452798058823525,0.46854622470588225,0.47138336117647056,0.47451083470588223,0.47838330176470595,0.4832892752941176,0.4869365252941177,0.48957510352941175,0.49238442117647063,0.4951473400000001,0.49859990588235303,0.5027260747058824,0.5061585241176472,0.509107825882353,0.5116357188235294,0.5142175517647058,0.5162603552941176,0.5175972570588235,0.5190022864705883,0.5214961864705883,0.5311931452941178,0.5422812570588235,0.5529243370588235,0.5634518076470588,0.5745585982352941,0.5858772017647058,0.596871778235294,0.6076910376470588,0.6173853847058824,0.6271879641176471,0.6370443611764706,0.6464820294117647,0.6552075205882353,0.6625957447058825,0.6701199723529413,0.6772721135294117,0.6832920976470589,0.6825219741176471,0.6810238247058824,0.680251768235294,0.6801927270588235,0.6797813270588235,0.6791745470588235,0.6790512999999999,0.6790986029411764,0.6801673294117646,0.6807190088235294,0.6814955882352942,0.6825275670588236,0.6838606388235294,0.6863764211764705,0.689367474117647,0.6933785152941176,0.6982585252941176,0.7034163164705882,0.708121134117647,0.7128245047058823,0.7171662711764705,0.721452108235294,0.7254186552941176,0.7291228905882353,0.7324660141176471,0.7358049011764707,0.7393492458823528,0.7427356547058823,0.7459486252941175,0.7490294858823527,0.7518183799999999,0.7540520770588235,0.7553166970588234,0.7571279817647057,0.7584285758823528,0.7597190347058823,0.7609121582352941,0.7618843623529411,0.7626931447058825,0.7633476741176471,0.7638947035294118,0.7644618888235295,0.764760255882353,0.7648978052941177,0.7650066117647057,0.7650400605882353,0.765102578235294,0.7658176447058823,0.766693885882353,0.7670315917647059,0.7669180247058824,0.7662595376470589,0.7652079552941178,0.7640652847058824,0.7631383594117649,0.7621555752941177,0.7609967200000002,0.7593940164705882,0.7577656705882354,0.7560332858823531,0.7544051917647059,0.7529052705882354,0.7515647341176471,0.7503261029411765,0.7486772382352941,0.7473050117647059,0.7461954011764707,0.7448649364705882,0.7438432529411765,0.7430536564705882,0.7422891447058823,0.7413403541176471,0.7404471523529411,0.7395697958823528,0.7391532994117647,0.7388823247058823,0.73899507,0.7388234111764705,0.7386863935294117,0.7392869847058824,0.7395385570588235,0.7400695117647059,0.7404824823529412,0.7408144941176472,0.7413326800000001,0.7418044476470589,0.7419768500000001,0.7418651088235295,0.7417729564705882,0.7413479876470588,0.7410692735294118,0.7406979994117646,0.7403644464705881,0.7399948935294115,0.7396434052941174,0.7392080817647058,0.7380724088235292,0.737179416470588,0.7359285911764705,0.7347538499999998,0.7336443376470588,0.7324931894117648,0.7313457482352943,0.7304516188235295,0.7298887070588236,0.7293298105882354,0.7289843964705882,0.7287278164705882,0.7285326141176471,0.7282597905882353,0.7277969552941177,0.7252760552941178,0.7235365729411763,0.7212710752941177,0.7184640852941178,0.7157643911764706,0.7134011735294118,0.7113039564705883,0.7089276894117648,0.7062194217647059,0.7039460805882352,0.7017297364705881,0.6994683799999999,0.6974900494117646,0.6955974905882352,0.6938832964705881,0.6922315694117646,0.6906252870588235,0.691303245882353,0.6911588576470589,0.6914673423529412,0.692324454117647,0.6931156011764705,0.69364716,0.6940231976470589,0.6947183894117647,0.6958185017647058,0.6965016311764706,0.6970327929411765,0.6976669552941176,0.6981747705882354,0.6986092588235294,0.6989606847058824,0.6975122588235294,0.6966478117647059,0.6955809352941177,0.6946188176470588,0.6937995411764706,0.6933651847058825,0.6931347376470588,0.6929799729411765,0.69293784,0.6930229270588235,0.6931755529411765,0.693440044117647,0.6938319323529413,0.6941195852941178,0.6944025617647058,0.6945815500000001,0.6946125123529414,0.6963448182352941,0.6974684905882352,0.6983955141176471,0.6988604670588235,0.6993375388235293,0.699502328235294,0.6994659358823528,0.6993340299999999,0.6990487588235292,0.6986852305882353,0.6982500423529412,0.6977867600000001,0.6973230758823529,0.6968026029411765,0.6961926323529412,0.6953555970588235,0.6942801147058822,0.6934844911764706,0.6927839264705883,0.6922605382352942,0.6917885464705883,0.691420895882353,0.6911814864705882,0.690945231764706,0.6905965905882353,0.6903155864705883,0.6898860711764706,0.6893627652941177,0.6887734094117648,0.6881507052941177,0.6876999152941177,0.6873326647058824,0.6872444547058825,0.687555295882353,0.6875947217647059,0.6876399052941176,0.6877652288235293,0.6880863817647058,0.6881452488235295,0.6880809411764706,0.6879623352941177,0.687867185882353,0.6877481376470589,0.6877463888235296,0.687798955882353,0.6878793029411765,0.6879473123529412,0.6857601164705882,0.684055625882353,0.6830028476470589,0.682086524117647,0.6812523747058824,0.6799896364705883,0.6787647382352942,0.6778198152941176,0.6767408717647058,0.6751218164705882,0.6731382870588236,0.6713125341176471,0.6697149788235295,0.6681677688235295,0.6667432429411764,0.6652790488235293,0.6637482335294118,0.6644458711764705,0.6647641829411763,0.6645120711764706,0.664092663529412,0.6634683964705884,0.6628172552941178,0.6619103888235296,0.6608050594117648,0.659709841764706,0.6590220847058825,0.6586312847058825,0.6581611458823531,0.6573694929411766,0.6565245264705882,0.6556715205882353,0.6570155029411766,0.6582397676470588,0.6586390888235295,0.6592930123529411,0.6602476094117646,0.6611386111764705,0.6619669723529411,0.6630459311764706,0.6644660111764706,0.6656923435294119,0.6672018435294119,0.6688168494117649,0.6705603729411767,0.6723445941176472,0.6741585235294117,0.6759453958823528,0.677582372352941,0.6769952252941177,0.6764210429411763,0.6766114841176472,0.6764972935294118,0.67616969625,0.675825416,0.6756198600000001,0.6756701953846154,0.675614365,0.6758420527272728,0.675902408,0.6759441022222223
pNuLoCDScore	0.02435755921568622,0.027290955098039138,0.03015747509803912,0.031896871568627305,0.035462967450980265,0.03677750745098024,0.038488274509803855,0.04126147803921554,0.04880501568627449,0.06918864270588226,0.08455211219251335,0.08448685171568632,0.07239700737556565,0.05229293630252102,0.03600474847058832,0.028591011470588346,0.023726105294117728,0.019439406470588283,0.014190327647058965,0.011707566470588349,0.007884457647058973,0.003914889411764877,-0.001030393529411755,-0.004946009411764596,-0.012364852352941214,-0.0206376358823529,-0.029389893529411792,-0.03440682176470594,-0.02967456294117654,-0.020784305882353027,-0.007272475294117731,0.0006641982352939002,0.00833989058823531,0.01459916705882347,0.020628975882352907,0.024010918823529404,0.027077249411764703,0.032495196470588295,0.03918227823529424,0.04445085941176474,0.0477586141176472,0.050256977058823704,0.051616014705882396,0.05217820764705883,0.05173237470588238,0.04905103235294128,0.047618925294117764,0.04698535176470603,0.052809843529411815,0.05899198176470588,0.0659878117647058,0.07387670411764707,0.08217417705882346,0.09072986176470571,0.09827187235294099,0.10496496294117641,0.11122686058823528,0.11808013823529406,0.12540864235294114,0.13226447764705884,0.13894716529411766,0.14499848764705892,0.15111768588235297,0.15577592705882348,0.15209895235294113,0.14024071705882368,0.12809948764705892,0.11679996058823516,0.1056341288235294,0.09390412529411774,0.08230276882352949,0.07136026235294113,0.061713218235293965,0.05297936529411751,0.04367464764705886,0.03501355882352952,0.088643362875817,0.09741026640522879,0.10914107052287583,0.12538414640522885,0.14539693816993468,0.16629311581699355,0.18875084346405227,0.20825894581699358,0.2265373228758171,0.24207009747058827,0.25275986139037443,0.25795882887254906,0.25740189212669695,0.25262571794117644,0.2456953402352941,0.24144886926470588,0.24761266529411774,0.25414151941176466,0.25630720529411766,0.25320592529411773,0.2445028205882352,0.23087471941176457,0.21887040882352937,0.21383364176470565,0.20807008470588217,0.2006682729411765,0.19657133823529416,0.19324535588235303,0.19288196176470584,0.19392310411764724,0.19763603352941184,0.20080674941176468,0.19245011588235283,0.17711088941176456,0.1646501052941175,0.15392982882352924,0.14600450058823533,0.14322363000000005,0.1401598835294119,0.13038053941176497,0.11942745823529444,-0.028933764326797395,-0.04155706726797387,-0.05432267667973853,-0.061374116679738536,-0.06265537432679737,-0.06226737667973853,-0.06016521138562088,-0.05786378750326797,-0.05508392162091502,-0.04386108904705882,-0.034221915764705846,-0.026485535284313688,-0.02110316777375562,-0.017078535999999978,-0.013708528423529376,-0.011336183044117598,-0.012873110529411758,-0.0007053364117646788,0.012315732411764674,0.020515152411764673,0.022263000647058787,0.022180016529411734,0.019305554411764667,0.01683479582352941,0.014650801705882344,0.01340545641176466,0.010968818764705845,0.009959155235294115,0.009578867588235285,0.009564159352941165,0.010144816411764679,0.011646326999999984,0.017615428470588224,0.02570034935294116,0.03197591935294117,0.036033919352941174,0.04000463523529413,0.045191784647058836,0.050758360882352915,0.057266790647058835,0.06271554182352942,0.06687315829411766,0.07139379770588239,0.07495896829411763,0.07728870241176472,0.07991058594117648,0.08229422417647064,0.0835229353529412,0.08649725711764711,0.0841011144705883,0.08176331388235294,0.08047438917647065,0.0800431732941177,0.07894934564705886,0.0778470685882354,0.0752557294117647,0.07270043176470589,0.07046806529411764,0.06854249176470595,0.0657016811764706,0.0640661364705882,0.06173766764705882,0.058526702941176456,0.05544383588235291,0.0500343311764706,0.04294864823529404,0.03781577470588238,0.0330010452941176,0.027076642941176454,0.021757115882352906,0.01685878411764702,0.011705307647058849,0.007527998235294153,0.0033224170588236346,-0.00024473176470596325,-0.0034511782352941167,-0.006588603529411707,-0.008867039411764643,-0.010344062941176513,-0.011043574117647115,-0.011832967647058823,-0.008545312352941092,-0.005812361764705842,-0.0031663170588235867,0.0005995064705882069,0.003947680588235303,0.006719857058823553,0.009365052941176455,0.011635763529411758,0.01382402823529405,0.015804964705882385,0.017991015294117618,0.019467173529411685,0.02070817764705879,0.021661353529411786,0.022127942941176537,0.02284938764705874,0.022867144705882247,0.021181555294117582,0.019122317058823668,0.017008797058823577,0.014514779411764711,0.01278496058823525,0.011833128823529437,0.010923550588235242,0.00975249647058829,0.008573467058823503,0.007271412352941209,0.006053048235294123,0.005001068823529298,0.004175388235294064,0.003274077647058782,-0.005353719411764657,-0.009491942352941207,-0.010838001176470657,-0.010979304705882487,-0.010832872941176519,-0.010906674705882413,-0.010696859411764681,-0.010807212352941242,-0.011249669411764696,-0.011088845882353038,-0.011141774705882401,-0.011368876470588263,-0.011216341176470579,-0.011313451176470535,-0.011272952941176417,-0.010970595882352885,-0.002671194117647102,0.008108847647058937,0.012458615882353086,0.014547625294117739,0.015472227058823562,0.015977987647058878,0.016300967058823446,0.016189511764705844,0.015844722941176448,0.015123482352941198,0.014402284705882396,0.014332224705882357,0.01439181705882353,0.014379978235294189,0.014520066470588233,0.014514706470588223,0.01452813647058826,0.006737870588235273,0.0036280858823528606,0.0018386894117646269,0.0011372852941175515,0.0010158399999999346,0.000810643529411792,0.001026101176470673,0.0015798511764705814,0.002282421176470595,0.003230640588235245,0.0037845411764705905,0.003838479411764739,0.003886950588235294,0.0038203335294118013,0.00369318647058825,0.003288488823529445,0.002631705882353008,0.00245341235294122,0.002923421176470653,0.003026838823529554,0.0023917594117648378,0.0014496470588235555,0.0005453011764705584,-0.0005884847058822418,-0.001876544705882388,-0.0031061729411764327,-0.004331969999999963,-0.0054010264705882105,-0.006197886470588276,-0.0069332711764706345,-0.007596891764705904,-0.007853814117647073,-0.00921739117647058,-0.013991822352941108,-0.020468529411764635,-0.025957919411764785,-0.03077905058823538,-0.034795602941176396,-0.03862698941176468,-0.0419231235294118,-0.04507136882352941,-0.04789625470588238,-0.05022904235294123,-0.05207198000000002,-0.053804434117647015,-0.055669102352941174,-0.05721985411764707,-0.05885934823529412,-0.059274072352941215,-0.0548913176470589,-0.0458923864705883,-0.03631595529411763,-0.027787030588235256,-0.01941919235294126,-0.011481186470588212,-0.0040145364705881925,0.003013344117647143,0.009588322352941214,0.015405629411764765,0.020326291176470557,0.024583315294117558,0.02852860647058822,0.03226633352941177,0.03499459261029411,0.03778029392156859,0.038972172983193276,0.03676654085972847,0.03322109553921565,0.030469451443850243,0.027679052352941214,0.02473575921568627,0.02125937686274504,0.01818167098039214,0.015221871568627476,0.0125262768627451,0.010336656862745153,0.008507360980392231,0.007002869803921619,0.005412409215686309
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
