UniprotID	Q13753-2
Accession	Q13753;Q02536;Q02537;Q13752;Q14941;Q14DF7;Q2M1N2;Q5VYE8
EntryName	LAMC2_HUMAN
ProteinName	Laminin subunit gamma-2 (Cell-scattering factor 140 kDa subunit) (CSF 140 kDa subunit) (Epiligrin subunit gamma) (Kalinin subunit gamma) (Kalinin/nicein/epiligrin 100 kDa subunit) (Ladsin 140 kDa subunit) (Laminin B2t chain) (Laminin-5 subunit gamma) (Large adhesive scatter factor 140 kDa subunit) (Nicein subunit gamma)
GeneName	LAMC2 LAMB2T LAMNB2
Length	1111
Function	Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components. Ladsin exerts cell-scattering activity toward a wide variety of cells, including epithelial, endothelial, and fibroblastic cells.
Subcellular Location	Secreted; Extracellular space; Extracellular matrix; Basement membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.071664065
pNuLoCRegion	
