UniprotID	Q70Z35-3
Accession	Q70Z35;B4DFX0;Q32KL0;Q32KL1;Q6R7Q3;Q6R7Q4;Q9H805;Q9H961
EntryName	PREX2_HUMAN
ProteinName	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein (P-Rex2) (PtdIns(3,4,5)-dependent Rac exchanger 2) (DEP domain-containing protein 2)
GeneName	PREX2 DEPDC2
Length	979
Function	Functions as a RAC1 guanine nucleotide exchange factor (GEF), activating Rac proteins by exchanging bound GDP for free GTP. Its activity is synergistically activated by phosphatidylinositol 3,4,5-trisphosphate and the beta gamma subunits of heterotrimeric G protein. Mediates the activation of RAC1 in a PI3K-dependent manner. May be an important mediator of Rac signaling, acting directly downstream of both G protein-coupled receptors and phosphoinositide 3-kinase.
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.7137289
pNuLoCRegion	183...203;279...294;394...415
