UniprotID	Q92832-2
Accession	Q92832;B2CKC1;Q4VB90;Q4VB91;Q6NSY8;Q9Y472
EntryName	NELL1_HUMAN
ProteinName	Protein kinase C-binding protein NELL1 (NEL-like protein 1) (Nel-related protein 1)
GeneName	NELL1 NRP1
Length	763
Function	Plays a role in the control of cell growth and differentiation. Promotes osteoblast cell differentiation and terminal mineralization.
Subcellular Location	Cytoplasm; Nucleus envelope; Secreted
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.8929036
pNuLoCRegion	25...36
