UniprotID	Q9Y3Q7-2
Accession	Q9Y3Q7;B2R9Y0;Q0VAI4;Q6IRW9;Q6UXJ9
EntryName	ADA18_HUMAN
ProteinName	Disintegrin and metalloproteinase domain-containing protein 18 (ADAM 18) (Transmembrane metalloproteinase-like, disintegrin-like, and cysteine-rich protein III) (tMDC III)
GeneName	ADAM18 TMDC3 UNQ858/PRO1867
Length	715
Function	Sperm surface membrane protein that may be involved in spermatogenesis and fertilization. This is a non catalytic metalloprotease-like protein (By similarity).
Subcellular Location	Membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.098672375
pNuLoCRegion	1...22;29...49
