UniprotID	Q96Q91-4
Accession	Q96Q91;B7ZL63;D3DQD4;D3DQD5;D3DQD6;E9PDK1;Q96RM5;Q9BXF2;Q9BXN3
EntryName	B3A4_HUMAN
ProteinName	Anion exchange protein 4 (AE 4) (Anion exchanger 4) (Sodium bicarbonate cotransporter 5) (Solute carrier family 4 member 9)
GeneName	SLC4A9 AE4 SBC5
Length	896
Function	Electroneutral Cl(-)/HCO3(-) antiporter that favors chloride ion entry and efflux of hydrogencarbonate and sodium ion across the basolateral membrane and may participate in salivary secretion (PubMed:27114614). Also mediates Cl(-)/HCO3(-) exchange activity in the presence of K(+) as well as Cs(+), Li(+), and Rb(+) (By similarity). Does not contribute to Cl(-)/HCO3(-) exchanger in the apical membrane of the upper villous epithelium (By similarity).
Subcellular Location	Basolateral cell membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.042626236
pNuLoCRegion	67...74
