UniprotID	Q9ULV3-5
Accession	Q9ULV3;A8K9J8;B4E131;B7ZAS8;Q5SYW3;Q5SYW5;Q8WU72;Q9H868;Q9NYM8;Q9UHK4;Q9Y3F9;Q9Y3G0
EntryName	CIZ1_HUMAN
ProteinName	Cip1-interacting zinc finger protein (CDKN1A-interacting zinc finger protein 1) (Nuclear protein NP94) (Zinc finger protein 356)
GeneName	CIZ1 LSFR1 NP94 ZNF356
Length	797
Function	May regulate the subcellular localization of CIP/WAF1.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9823638
pNuLoCRegion	7...7;46...65;92...111;155...177
