UniprotID	Q7Z3K3-7
Accession	Q7Z3K3;B4DTP8;B4DYL9;B7ZBY5;E9PM80;O75049;Q3LIC4;Q5SZS1;Q5SZS2;Q5SZS3;Q5SZS4;Q8TDZ7;Q9Y4X7
EntryName	POGZ_HUMAN
ProteinName	Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635)
GeneName	POGZ KIAA0461 SUHW5 ZNF280E ZNF635 Nbla00003
Length	1348
Function	Plays a role in mitotic cell cycle progression and is involved in kinetochore assembly and mitotic sister chromatid cohesion. Probably through its association with CBX5 plays a role in mitotic chromosome segregation by regulating aurora kinase B/AURKB activation and AURKB and CBX5 dissociation from chromosome arms (PubMed:20562864). Promotes the repair of DNA double-strand breaks through the homologous recombination pathway (PubMed:26721387).
Subcellular Location	Nucleus; Chromosome; Cytoplasm
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9301758
pNuLoCRegion	4...24;446...449;476...484;568...577
