UniprotID	Q15542-2
Accession	Q15542;A8K5B4;B2RMR0;B7ZKJ6;Q53EM4;Q5SYD5;Q86UZ7;Q9Y4K5
EntryName	TAF5_HUMAN
ProteinName	Transcription initiation factor TFIID subunit 5 (Transcription initiation factor TFIID 100 kDa subunit) (TAF(II)100) (TAFII-100) (TAFII100)
GeneName	TAF5 TAF2D
Length	745
Function	The TFIID basal transcription factor complex plays a major role in the initiation of RNA polymerase II (Pol II)-dependent transcription (PubMed:33795473). TFIID recognizes and binds promoters with or without a TATA box via its subunit TBP, a TATA-box-binding protein, and promotes assembly of the pre-initiation complex (PIC) (PubMed:33795473). The TFIID complex consists of TBP and TBP-associated factors (TAFs), including TAF1, TAF2, TAF3, TAF4, TAF5, TAF6, TAF7, TAF8, TAF9, TAF10, TAF11, TAF12 and TAF13 (PubMed:33795473, PubMed:8758937, PubMed:8942982, PubMed:9045704). The TFIID complex structure can be divided into 3 modules TFIID-A, TFIID-B, and TFIID-C (PubMed:33795473). TAF5 is involved in two modules of TFIID, in TFIID-A together with TAF3 and TBP, and in TFIID-B with TAF8 (PubMed:33795473). Involved in contacts between TFIID and TFIIF in the PIC (PubMed:33795473).
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9280948
pNuLoCRegion	8...10;247...258;416...416;448...458;580...587
