UniprotID	Q9P206-2
Accession	Q9P206;B4DQU8;B5MDY0;C9JH84;Q8TCQ0
EntryName	NHSL3_HUMAN
ProteinName	NHS-like protein 3
GeneName	NHSL3 KIAA1522
Length	1094
Function	Able to directly activate the TNF-NFkappaB signaling pathway.
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9502046
pNuLoCRegion	15...43;68...93;217...225;227...246
