UniprotID	Q7Z589-6
Accession	Q7Z589;B7ZKT8;B7ZKU0;B7ZKU2;Q17RM7;Q4G109;Q8NBU6;Q8TE50;Q9H8I9;Q9NRH0
EntryName	EMSY_HUMAN
ProteinName	BRCA2-interacting transcriptional repressor EMSY
GeneName	EMSY C11orf30 GL002
Length	1231
Function	Regulator which is able to repress transcription, possibly via its interaction with a multiprotein chromatin remodeling complex that modifies the chromatin (PubMed:14651845). Its interaction with BRCA2 suggests that it may play a central role in the DNA repair function of BRCA2 (PubMed:14651845). Mediates ligand-dependent transcriptional activation by nuclear hormone receptors (PubMed:19131338).
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9631247
pNuLoCRegion	11...13;94...102;212...229;431...432
