UniprotID	Q5SY80-3
Accession	Q5SY80;B4DZR4;B7Z7X5;E9PEA3;Q8IYZ6
EntryName	CTSRE_HUMAN
ProteinName	Cation channel sperm-associated auxiliary subunit epsilon (CatSper-epsilon) (CatSperepsilon)
GeneName	CATSPERE C1orf101
Length	800
Function	Auxiliary component of the CatSper complex, a complex involved in sperm cell hyperactivation. Sperm cell hyperactivation is needed for sperm motility which is essential late in the preparation of sperm for fertilization.
Subcellular Location	Cell projection; Cilium; Flagellum membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.015739938
pNuLoCRegion	35...41
