UniprotID	Q13342-4
Accession	Q13342;E7ESH9;E7EUR5;E9PFJ6;Q0VGE5;Q13341;Q3KR17;Q4ZG66;Q53TG1;Q6NSG4;Q92881;Q96TG3
EntryName	SP140_HUMAN
ProteinName	Nuclear body protein SP140 (Lymphoid-restricted homolog of Sp100) (LYSp100) (Nuclear autoantigen Sp-140) (Speckled 140 kDa)
GeneName	SP140 LYSP100
Length	172
Function	Component of the nuclear body, also known as nuclear domain 10, PML oncogenic domain, and KR body (PubMed:8910577). May be involved in the pathogenesis of acute promyelocytic leukemia and viral infection (PubMed:8910577). May play a role in chromatin-mediated regulation of gene expression although it does not bind to histone H3 tails (PubMed:24267382).
Subcellular Location	Nucleus; Nucleus; PML body; Cytoplasm
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.48204008
pNuLoCRegion	23...36;78...81;111...116
pNuLoCScore	0.3792958811111111,0.37289088600000003,0.36693425272727276,0.36207375666666675,0.3586626415384616,0.35801390285714296,0.35872110600000007,0.36016606062500006,0.3609447541176471,0.3573209482352941,0.35671321588235294,0.35603353705882357,0.35471122882352946,0.35515117764705884,0.3527736505882353,0.35235347411764706,0.35428587235294123,0.3588516935294117,0.36344816529411755,0.3688479835294117,0.3751038464705882,0.3811670017647058,0.38588316411764695,0.39001629882352934,0.39521192,0.40482572294117647,0.4155898994117648,0.4264367335294118,0.4380261605882354,0.44770600058823534,0.45739013411764706,0.46827592647058824,0.4793715176470588,0.4899856900000001,0.4986289923529411,0.5068743794117647,0.5141210505882353,0.5197258817647059,0.5252232911764706,0.5307839964705882,0.5360297411764705,0.5386974888235293,0.5372044417647058,0.5345510770588235,0.531415618235294,0.528148785882353,0.5276432352941177,0.5267020441176471,0.5244675576470588,0.5209444570588236,0.5184576652941176,0.5172724376470588,0.5159621105882353,0.5155467788235295,0.5155953788235293,0.5149325364705882,0.49541769176470596,0.472726238235294,0.45004815647058816,0.431318714117647,0.41721806352941165,0.40480913705882343,0.39463803764705874,0.38383133764705873,0.3692857288235294,0.3566255629411765,0.3475408911764706,0.3388250529411765,0.32926426823529414,0.31801647000000005,0.3097797511764706,0.30274275411764706,0.29601947647058824,0.30897123,0.32573033647058813,0.34353669588235286,0.3577221835294117,0.3666599788235294,0.37460878588235286,0.37997145058823517,0.3862433294117646,0.396843214117647,0.40630210705882347,0.4126331529411764,0.4184569970588235,0.42488075764705885,0.43144101647058825,0.4329556682352941,0.4197591805882353,0.40600057352941177,0.3896694558823529,0.3727896205882353,0.3587528188235294,0.34696759470588234,0.33822086764705883,0.3278245752941177,0.31913902705882363,0.31022940882352945,0.30103575352941175,0.28859240529411767,0.2766779082352941,0.2676512247058824,0.2586028311764706,0.25263723588235293,0.24889922058823527,0.259024684117647,0.2708011229411764,0.2846618464705883,0.298293395882353,0.3084627258823529,0.3165182435294117,0.32173033411764695,0.3271422458823529,0.3314374,0.3355291764705882,0.34040796941176465,0.34912023999999997,0.357272984117647,0.3629345223529411,0.36905707470588234,0.37598771,0.37863797470588234,0.3828213564705883,0.3877152276470589,0.3921724117647059,0.39745685647058826,0.40360959117647055,0.4101757111764706,0.4167508311764706,0.4242654447058824,0.4316314041176471,0.4390968329411765,0.445767745882353,0.4514666388235295,0.457035,0.4621765441176471,0.4661909135294118,0.4681827058823529,0.47444071941176463,0.47957903941176466,0.4836150176470588,0.4875239452941176,0.4908068452941176,0.49313913294117634,0.49515453000000004,0.4966000723529412,0.49831077058823525,0.49998902529411765,0.5016000394117648,0.5032085276470588,0.5050358147058823,0.5069964770588234,0.5081887152941177,0.509457385882353,0.5114435094117648,0.5133006817647059,0.5146179776470587,0.5153698717647058,0.5155410835294117,0.5154614388235295,0.5155598811764707,0.5153759076470589,0.5147311117647059,0.5129088164705884,0.51274832375,0.5124825279999999,0.5119988871428571,0.5112905092307691,0.5103426016666667,0.51056839,0.5117926049999999,0.5113668888888889
pNuLoCDScore	-0.01835112699346403,-0.021974932875817033,-0.02258266522875818,-0.023262344052287554,-0.024584652287581665,-0.024144703464052286,-0.026522230522875834,-0.026942406993464063,-0.025010008758169888,-0.014039192470588324,-0.003486087433155205,0.006774226862744981,0.016441204932126585,0.02315309890756284,0.02716205811764688,0.029850238198529278,0.0342671658823529,0.04750477470588238,0.05887668352941183,0.07040319647058824,0.08331493176470595,0.0925548229411765,0.10461648352941177,0.11592245235294119,0.1250856452941176,0.13113399647058838,0.13518082705882356,0.138026395882353,0.13901720411764712,0.1385588800000001,0.13934012705882365,0.14076769764705882,0.14081782117647051,0.13387176588235283,0.12161454235294106,0.10811434352941174,0.09338945764705864,0.08044278529411769,0.07025310117647066,0.05842611764705885,0.04509603999999995,0.030958767058823555,0.019828672941176517,0.01039805823529405,0.00184105999999995,-0.004179102941176405,-0.009627912352941248,-0.01585145999999993,-0.04061204941176455,-0.06597125058823528,-0.08715628529411767,-0.10323236294117655,-0.11419755470588239,-0.1233396488235296,-0.13300519764705898,-0.14287070647058836,-0.15518182882352938,-0.16431889411764716,-0.17091677411764705,-0.17844738470588228,-0.18669784235294112,-0.19753030882352945,-0.20581562764705874,-0.21218978235294117,-0.19939821529411772,-0.16375500823529404,-0.12431782000000002,-0.08778201823529413,-0.059495879999999945,-0.03814915823529402,-0.02002925176470588,-0.0038598870588235634,0.0169576005882352,0.040217651176470526,0.05876121588235289,0.07380809999999993,0.08919272882352935,0.1068642876470588,0.12166126529411764,0.13021291411764702,0.12373970411764706,0.09702934352941178,0.06393911941176478,0.02925292470588242,0.0010306352941176766,-0.019692384117647066,-0.036387918235294026,-0.05214687529411749,-0.06710430235294096,-0.08661380529411755,-0.10526635352941172,-0.12404074764705875,-0.1417790888235294,-0.15722953294117648,-0.17283818529411765,-0.18031843235294115,-0.17085996000000003,-0.14697588941176476,-0.11886833294117649,-0.088127774117647,-0.0604594229411764,-0.03850486882352944,-0.021702624117647118,-0.006094241176470727,0.008003218823529279,0.021207991176470542,0.034493422941176466,0.051815564117646984,0.07244233176470588,0.08962175941176465,0.10433169117647051,0.11641983882352941,0.1270884894117647,0.11961329058823533,0.11202023352941187,0.10305338117647062,0.09387901588235292,0.08899413058823535,0.08709134764705884,0.08844537705882366,0.08960858529411769,0.0928280447058824,0.09610222764705889,-0.04369628411764703,-0.05524802705882351,-0.06595550823529409,-0.07585874470588236,-0.08264536705882353,-0.08721400058823531,-0.09361197705882354,-0.09785264611764705,-0.09907462729411767,-0.0913142259411765,-0.08415942911229946,-0.07741288337254904,-0.0717734436289593,-0.06806999384873952,-0.06519419764705889,-0.06300412968382357,-0.06167392082352946,-0.051227476705882374,-0.04131718435294118,-0.03164017552941176,-0.024251935529411767,-0.018590286117647042,-0.011116102588235283,-0.0053537276470588535,-0.0026959703529411683,-0.0003703321176470875,0.0018405484705882325,0.002733144941176463,0.0030720037647058995,0.003857929647058833,0.005026625529411771,0.006404439058823541,0.00831691200000001,0.010994026264705858,0.012886340588235262,0.01412405952100837,0.014076721819004517,0.012851888372548997,0.011060661465240651,0.009003505764705905,0.0073033354248366045,0.005911674836601349,0.004804306601307179,0.0040113495424836665,0.003621150718954219,0.0034092248366013045,0.0028612118954248478,0.0027398377777777816,0.0025860307189542464
pNuLoCRank	Medium
UniprotNLSRegion	495..514
