UniprotID	Q9Y283-2
Accession	Q9Y283;A2A2Y2;Q2NKL0;Q5W0T6;Q8IVX8;Q9BRB9;Q9Y488;Q9Y498
EntryName	INVS_HUMAN
ProteinName	Inversin (Inversion of embryo turning homolog) (Nephrocystin-2)
GeneName	INVS INV NPHP2
Length	895
Function	Required for normal renal development and establishment of left-right axis. Probably acts as a molecular switch between different Wnt signaling pathways. Inhibits the canonical Wnt pathway by targeting cytoplasmic disheveled (DVL1) for degradation by the ubiquitin-proteasome. This suggests that it is required in renal development to oppose the repression of terminal differentiation of tubular epithelial cells by Wnt signaling. Involved in the organization of apical junctions in kidney cells together with NPHP1, NPHP4 and RPGRIP1L/NPHP8 (By similarity). Does not seem to be strictly required for ciliogenesis (By similarity).
Subcellular Location	Cytoplasm; Cytoplasm; Cytoskeleton; Cytoplasm; Cytoskeleton; Spindle; Membrane; Nucleus; Cell projection; Cilium
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.38399655
pNuLoCRegion	147...165;190...195;231...234
