UniprotID	Q13495-3
Accession	Q13495;B2RCQ4;B4DG93;B9EGA5
EntryName	MAMD1_HUMAN
ProteinName	Mastermind-like domain-containing protein 1 (F18) (Protein CG1)
GeneName	MAMLD1 CG1 CXorf6
Length	998
Function	Transactivates the HES3 promoter independently of NOTCH proteins. HES3 is a non-canonical NOTCH target gene which lacks binding sites for RBPJ.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.85442466
pNuLoCRegion	18...45;62...65
