UniprotID	Q15147-2
Accession	Q15147;B7ZLK6;E2QRH8;Q17R56;Q5JYS8;Q5JYS9;Q5JYT0;Q5JYT3;Q5JYT4;Q9BQW5;Q9BQW6;Q9BQW8;Q9UJQ2
EntryName	PLCB4_HUMAN
ProteinName	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-4) (Phospholipase C-beta-4) (PLC-beta-4)
GeneName	PLCB4
Length	1022
Function	Activated phosphatidylinositol-specific phospholipase C enzymes catalyze the production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) involved in G-protein coupled receptor signaling pathways. PLCB4 is a direct effector of the endothelin receptor signaling pathway that plays an essential role in lower jaw and middle ear structures development (PubMed:35284927).
Subcellular Location	Cell membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.45739323
pNuLoCRegion	350...353
