UniprotID	Q13387-2
Accession	Q13387;Q96G62;Q99771;Q9NZ59;Q9UKQ4
EntryName	JIP2_HUMAN
ProteinName	C-Jun-amino-terminal kinase-interacting protein 2 (JIP-2) (JNK-interacting protein 2) (Islet-brain-2) (IB-2) (JNK MAP kinase scaffold protein 2) (Mitogen-activated protein kinase 8-interacting protein 2)
GeneName	MAPK8IP2 IB2 JIP2 PRKM8IPL
Length	797
Function	The JNK-interacting protein (JIP) group of scaffold proteins selectively mediates JNK signaling by aggregating specific components of the MAPK cascade to form a functional JNK signaling module. JIP2 inhibits IL1 beta-induced apoptosis in insulin-secreting cells. May function as a regulator of vesicle transport, through interactions with the JNK-signaling components and motor proteins (By similarity).
Subcellular Location	Cytoplasm
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.49441037
pNuLoCRegion	24...42;50...73
