UniprotID	Q92823-5
Accession	Q92823;A4D0S3;E9PDA4;O15051;O15179;Q14BM2;Q9UHI3;Q9UHI4
EntryName	NRCAM_HUMAN
ProteinName	Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (hBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related)
GeneName	NRCAM KIAA0343
Length	1308
Function	Cell adhesion protein that is required for normal responses to cell-cell contacts in brain and in the peripheral nervous system. Plays a role in neurite outgrowth in response to contactin binding. Plays a role in mediating cell-cell contacts between Schwann cells and axons. Plays a role in the formation and maintenance of the nodes of Ranvier on myelinated axons. Nodes of Ranvier contain clustered sodium channels that are crucial for the saltatory propagation of action potentials along myelinated axons. During development, nodes of Ranvier are formed by the fusion of two heminodes. Required for normal clustering of sodium channels at heminodes; not required for the formation of mature nodes with normal sodium channel clusters. Required, together with GLDN, for maintaining NFASC and sodium channel clusters at mature nodes of Ranvier.
Subcellular Location	Cell membrane; Cell projection; Axon; Secreted
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.10548099
pNuLoCRegion	
