UniprotID	Q7Z5K2-2
Accession	Q7Z5K2;A7E2B5;Q5VSK5;Q8IX10;Q92549
EntryName	WAPL_HUMAN
ProteinName	Wings apart-like protein homolog (Friend of EBNA2 protein) (WAPL cohesin release factor)
GeneName	WAPL FOE KIAA0261 WAPAL
Length	1227
Function	Regulator of sister chromatid cohesion in mitosis which negatively regulates cohesin association with chromatin (PubMed:26299517). Involved in both sister chromatid cohesion during interphase and sister-chromatid resolution during early stages of mitosis. Couples DNA replication to sister chromatid cohesion. Cohesion ensures that chromosome partitioning is accurate in both meiotic and mitotic cells and plays an important role in DNA repair.
Subcellular Location	Nucleus; Nucleus; Chromosome; Cytoplasm
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.965583
pNuLoCRegion	6...32
