UniprotID	Q92841-1
Accession	Q92841;B1AHM0;H3BLZ8;Q69YT1;Q6ICD6
EntryName	DDX17_HUMAN
ProteinName	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)
GeneName	DDX17
Length	650
Function	As an RNA helicase, unwinds RNA and alters RNA structures through ATP binding and hydrolysis. Involved in multiple cellular processes, including pre-mRNA splicing, alternative splicing, ribosomal RNA processing and miRNA processing, as well as transcription regulation. Regulates the alternative splicing of exons exhibiting specific features (PubMed:12138182, PubMed:22266867, PubMed:23022728, PubMed:24910439). For instance, promotes the inclusion of AC-rich alternative exons in CD44 transcripts (PubMed:12138182). This function requires the RNA helicase activity (PubMed:12138182, PubMed:22266867, PubMed:23022728, PubMed:24910439). Affects NFAT5 and histone macro-H2A.1/MACROH2A1 alternative splicing in a CDK9-dependent manner (PubMed:22266867, PubMed:26209609). In NFAT5, promotes the introduction of alternative exon 4, which contains 2 stop codons and may target NFAT5 exon 4-containing transcripts to nonsense-mediated mRNA decay, leading to the down-regulation of NFAT5 protein (PubMed:22266867). Affects splicing of mediators of steroid hormone signaling pathway, including kinases that phosphorylates ESR1, such as CDK2, MAPK1 and GSK3B, and transcriptional regulators, such as CREBBP, MED1, NCOR1 and NCOR2. By affecting GSK3B splicing, participates in ESR1 and AR stabilization (PubMed:24275493). In myoblasts and epithelial cells, cooperates with HNRNPH1 to control the splicing of specific subsets of exons (PubMed:24910439). In addition to binding mature mRNAs, also interacts with certain pri-microRNAs, including MIR663/miR-663a, MIR99B/miR-99b, and MIR6087/miR-6087 (PubMed:25126784). Binds pri-microRNAs on the 3' segment flanking the stem loop via the 5'-CAUC-3' consensus sequence (PubMed:24581491). Required for the production of subsets of microRNAs, including MIR21 and MIR125B1 (PubMed:24581491, PubMed:27478153). May be involved not only in microRNA primary transcript processing, but also stabilization (By similarity). Participates in MYC down-regulation at high cell density through the production of MYC-targeting microRNAs (PubMed:24581491). Along with DDX5, may be involved in the processing of the 32S intermediate into the mature 28S ribosomal RNA (PubMed:17485482). Promoter-specific transcription regulator, functioning as a coactivator or corepressor depending on the context of the promoter and the transcriptional complex in which it exists (PubMed:15298701). Enhances NFAT5 transcriptional activity (PubMed:22266867). Synergizes with TP53 in the activation of the MDM2 promoter; this activity requires acetylation on lysine residues (PubMed:17226766, PubMed:19995069, PubMed:20663877). May also coactivate MDM2 transcription through a TP53-independent pathway (PubMed:17226766). Coactivates MMP7 transcription (PubMed:17226766). Along with CTNNB1, coactivates MYC, JUN, FOSL1 and cyclin D1/CCND1 transcription (PubMed:17699760). Alone or in combination with DDX5 and/or SRA1 non-coding RNA, plays a critical role in promoting the assembly of proteins required for the formation of the transcription initiation complex and chromatin remodeling leading to coactivation of MYOD1-dependent transcription. This helicase-independent activity is required for skeletal muscle cells to properly differentiate into myotubes (PubMed:17011493, PubMed:24910439). During epithelial-to-mesenchymal transition, coregulates SMAD-dependent transcriptional activity, directly controlling key effectors of differentiation, including miRNAs which in turn directly repress its expression (PubMed:24910439). Plays a role in estrogen and testosterone signaling pathway at several levels. Mediates the use of alternative promoters in estrogen-responsive genes and regulates transcription and splicing of a large number of steroid hormone target genes (PubMed:19995069, PubMed:20406972, PubMed:20663877, PubMed:24275493). Contrary to splicing regulation activity, transcriptional coregulation of the estrogen receptor ESR1 is helicase-independent (PubMed:19718048, PubMed:24275493). Plays a role in innate immunity. Specifically restricts bunyavirus infection, including Rift Valley fever virus (RVFV) or La Crosse virus (LACV), but not vesicular stomatitis virus (VSV), in an interferon- and DROSHA-independent manner (PubMed:25126784). Binds to RVFV RNA, likely via structured viral RNA elements (PubMed:25126784). Promotes mRNA degradation mediated by the antiviral zinc-finger protein ZC3HAV1, in an ATPase-dependent manner (PubMed:18334637).
Subcellular Location	Nucleus; Nucleus; Nucleolus; Cytoplasm; Cytosol
Disorder	
ExposeBuried	
SurfaceAccessbility	
