UniprotID	Q9NZN5-2
Accession	Q9NZN5;O15086;Q6P526
EntryName	ARHGC_HUMAN
ProteinName	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)
GeneName	ARHGEF12 KIAA0382 LARG
Length	1525
Function	May play a role in the regulation of RhoA GTPase by guanine nucleotide-binding alpha-12 (GNA12) and alpha-13 (GNA13). Acts as guanine nucleotide exchange factor (GEF) for RhoA GTPase and may act as GTPase-activating protein (GAP) for GNA12 and GNA13.
Subcellular Location	Cytoplasm; Membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.3965857
pNuLoCRegion	
