UniprotID	Q86X10-2
Accession	Q86X10;A2A2E8;A2A2E9;Q5TG31;Q8N3D1;Q8WWC0;Q9H3X8;Q9UJR1;Q9ULK1;Q9Y3G9
EntryName	RLGPB_HUMAN
ProteinName	Ral GTPase-activating protein subunit beta (p170)
GeneName	RALGAPB KIAA1219
Length	1273
Function	Non-catalytic subunit of the heterodimeric RalGAP1 and RalGAP2 complexes which act as GTPase activators for the Ras-like small GTPases RALA and RALB.
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.74464875
pNuLoCRegion	159...170
