UniprotID	Q01813-2
Accession	Q01813;B3KS15;Q5VSR7;Q5VSR8
EntryName	PFKAP_HUMAN
ProteinName	ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)
GeneName	PFKP PFKF
Length	776
Function	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis.
Subcellular Location	Cytoplasm
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.095611416
pNuLoCRegion	18...20
