UniprotID	Q504Q3-3
Accession	Q504Q3;O75189;Q76E12;Q8IVE1
EntryName	PAN2_HUMAN
ProteinName	PAN2-PAN3 deadenylation complex catalytic subunit PAN2 (EC 3.1.13.4) (Inactive ubiquitin carboxyl-terminal hydrolase 52) (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 2) (PAN deadenylation complex subunit 2)
GeneName	PAN2 KIAA0710 USP52
Length	1201
Function	Catalytic subunit of the poly(A)-nuclease (PAN) deadenylation complex, one of two cytoplasmic mRNA deadenylases involved in general and miRNA-mediated mRNA turnover. PAN specifically shortens poly(A) tails of RNA and the activity is stimulated by poly(A)-binding protein (PABP). PAN deadenylation is followed by rapid degradation of the shortened mRNA tails by the CCR4-NOT complex. Deadenylated mRNAs are then degraded by two alternative mechanisms, namely exosome-mediated 3'-5' exonucleolytic degradation, or deadenylation-dependent mRNA decaping and subsequent 5'-3' exonucleolytic degradation by XRN1. Also acts as an important regulator of the HIF1A-mediated hypoxic response. Required for HIF1A mRNA stability independent of poly(A) tail length regulation.
Subcellular Location	Cytoplasm; Cytoplasm; P-body; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.7727368
pNuLoCRegion	19...42;67...84
