UniprotID	Q8NEM7-3
Accession	Q8NEM7;E7ER46;Q71RF3;Q9Y6A6
EntryName	SP20H_HUMAN
ProteinName	Transcription factor SPT20 homolog (p38-interacting protein) (p38IP)
GeneName	SUPT20H C13orf19 FAM48A FP757
Length	811
Function	Required for MAP kinase p38 (MAPK11, MAPK12, MAPK13 and/or MAPK14) activation during gastrulation. Required for down-regulation of E-cadherin during gastrulation by regulating E-cadherin protein level downstream from NCK-interacting kinase (NIK) and independently of the regulation of transcription by FGF signaling and Snail (By similarity). Required for starvation-induced ATG9A trafficking during autophagy.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9510572
pNuLoCRegion	14...41;205...210
