UniprotID	Q7Z392-3
Accession	Q7Z392;A4QPB8;B2RCD6;Q5U5I7;Q6FI73;Q86T25;Q9H0L1;Q9H5K9;Q9H8Q1;Q9H9I7
EntryName	TPC11_HUMAN
ProteinName	Trafficking protein particle complex subunit 11
GeneName	TRAPPC11 C4orf41
Length	1086
Function	Involved in endoplasmic reticulum to Golgi apparatus trafficking at a very early stage.
Subcellular Location	Golgi apparatus; Golgi apparatus; cis-Golgi network
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.15337247
pNuLoCRegion	30...30;164...167
