UniprotID	Q8TC20-3
Accession	Q8TC20;D6RCT9;Q5TAM0;Q86TM4;Q8N7R5
EntryName	CAGE1_HUMAN
ProteinName	Cancer-associated gene 1 protein (CAGE-1) (Cancer/testis antigen 3) (CT3)
GeneName	CAGE1 CTAG3
Length	824
Function	
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.19014141
pNuLoCRegion	24...43;56...65;132...137;163...170
