UniprotID	Q9NW75-2
Accession	Q9NW75;Q5VYK7;Q5VYK8;Q86YE7
EntryName	GPTC2_HUMAN
ProteinName	G patch domain-containing protein 2
GeneName	GPATCH2 GPATC2
Length	376
Function	Enhances the ATPase activity of DHX15 in vitro.
Subcellular Location	Nucleus speckle; Nucleus; Nucleolus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.95783
pNuLoCRegion	26...79;141...181;201...222;258...262
pNuLoCScore	0.2932476311111111,0.283548698,0.2739285909090909,0.2661417708333333,0.26050422615384616,0.25597896857142854,0.252056292,0.2482560375,0.24552758823529408,0.2312784111764706,0.21933757647058827,0.21010274882352944,0.20379709000000001,0.2000804011764706,0.19641182647058825,0.19495526352941178,0.1930938905882353,0.1912383623529412,0.19202870705882355,0.19404172705882353,0.19604321176470593,0.19739230352941178,0.19966061529411766,0.20185677000000002,0.20910121941176474,0.2162192194117647,0.22228033529411764,0.2287196682352941,0.23691448764705877,0.24782991705882354,0.26006156823529414,0.27383244705882354,0.2896708158823529,0.3066321035294117,0.3232335105882353,0.33922213058823525,0.3555360488235294,0.37202754588235293,0.3885541447058824,0.403913185882353,0.4198588064705883,0.4312174205882353,0.44230945588235293,0.4545692582352942,0.4675463247058824,0.47888608764705887,0.487857314117647,0.49542254117647067,0.5009987782352942,0.5044995852941176,0.5068080205882353,0.5089487617647058,0.510944044117647,0.5122463047058823,0.5142668535294117,0.517857734117647,0.5323829829411766,0.5442825417647059,0.5575606852941177,0.5758415264705883,0.5963775088235294,0.6170273794117647,0.6378037617647058,0.659193044117647,0.681478144117647,0.7046484970588234,0.7278909741176469,0.7516700252941176,0.7755568311764706,0.7996234605882352,0.8239239958823529,0.8472920623529411,0.8690546270588235,0.87986854,0.8928811011764706,0.9044367576470589,0.9108053729411765,0.914633408235294,0.9181774023529412,0.9214714494117647,0.9241999847058823,0.9258999805882352,0.9271204776470587,0.9282009064705883,0.9292691629411762,0.9299641605882351,0.9305320841176471,0.9311082370588235,0.9320758876470587,0.9329736935294117,0.9339080129411765,0.9347848164705882,0.935565734117647,0.9363045364705882,0.93695326,0.9376146247058824,0.9382701070588235,0.9389024976470589,0.9394973429411766,0.9400688223529415,0.940605083529412,0.9411064623529414,0.9415679211764707,0.9419926505882353,0.9424178529411766,0.9423406023529414,0.9422616023529412,0.9421614217647061,0.9420384511764707,0.9419797923529413,0.9419232629411765,0.9419251511764706,0.9419407688235294,0.9419467158823529,0.9419511135294117,0.9419506547058824,0.9419401547058823,0.941946604117647,0.9419731041176471,0.9420192276470589,0.9422380888235293,0.9424765982352942,0.9427886158823529,0.9430869217647058,0.9434043552941176,0.9437214494117647,0.9440341670588235,0.94434612,0.9446553705882356,0.9449658764705883,0.9452688058823531,0.9455721176470587,0.9458996999999999,0.9462395235294118,0.9465740329411766,0.9468995505882354,0.9472284841176472,0.9474113270588236,0.9475774329411766,0.9476739488235294,0.94778568,0.9478776270588236,0.9479707294117647,0.9480696117647059,0.9481662352941176,0.9482643517647058,0.9483634905882354,0.9484712470588237,0.9485788205882355,0.9486686735294119,0.9487566264705883,0.9488439182352941,0.9489707123529412,0.9491777264705883,0.9494520376470588,0.9497341905882354,0.950043698235294,0.950375402352941,0.9507223494117648,0.951082144117647,0.9514498111764707,0.9518288088235295,0.9522132182352943,0.9526012829411764,0.9529939382352941,0.9533897823529413,0.9537885058823531,0.9541895023529413,0.9545937400000002,0.9549584164705882,0.955239135882353,0.9554452441176471,0.9556353052941177,0.9557934641176469,0.9559267499999999,0.9560421382352942,0.9561398588235293,0.9562249211764706,0.956295894117647,0.9563575823529412,0.9564119964705882,0.9564604082352943,0.9565036141176473,0.9565434494117648,0.9566184764705883,0.9566901329411766,0.9567594705882352,0.9568246,0.9568851729411766,0.9569426176470588,0.9569948294117648,0.9570447788235295,0.9570904847058824,0.9571345005882352,0.957176967647059,0.9572177441176469,0.9572574676470588,0.957295135882353,0.9573307064705882,0.9573642864705881,0.9573961964705883,0.9573877905882353,0.9573782011764704,0.9573688605882351,0.95736171,0.9573581094117649,0.9573572917647059,0.9573602800000001,0.9573637917647058,0.9573702505882352,0.9573769464705881,0.9573841835294116,0.9573923129411764,0.9574012205882352,0.9574112111764705,0.9574224347058822,0.9574554870588237,0.9574889741176472,0.957522141764706,0.9575550188235296,0.9575866217647059,0.9576153311764708,0.957642211764706,0.957667405882353,0.9576916958823529,0.9577156329411765,0.9577386176470587,0.9577606335294117,0.957781994117647,0.9578025435294117,0.9578225988235294,0.9578419970588236,0.9578609911764706,0.9578586235294118,0.9578554088235292,0.9578531882352939,0.9578514147058823,0.9578502205882353,0.9578498794117647,0.9578494147058824,0.9578487617647058,0.9578478500000001,0.9578468858823531,0.9578462164705883,0.9578455923529413,0.9578447747058825,0.9578432564705883,0.9578414170588236,0.9578450011764709,0.9578494452941179,0.9578550276470591,0.9578620688235294,0.9578694511764705,0.9578776511764704,0.9578856276470586,0.9578934394117647,0.9579010805882352,0.9579085129411764,0.9579160970588236,0.9579236005882352,0.9579309147058824,0.9579381723529411,0.9579452682352941,0.9579529047058822,0.9579608870588235,0.9579639047058822,0.9579660076470589,0.9579671864705882,0.95796769,0.9579677194117647,0.9579670782352941,0.957966622352941,0.9579662282352942,0.9579658870588235,0.9579658429411765,0.9579657100000001,0.9579656570588234,0.9579655158823528,0.9579653688235295,0.9579652847058824,0.9579670288235294,0.9579663170588235,0.9579662876470588,0.95796647,0.9579667852941176,0.9579672523529413,0.9579676776470589,0.9579673864705882,0.957966654117647,0.9579653858823529,0.9579636388235295,0.9579616094117647,0.9579595858823529,0.9579575664705883,0.9579557076470588,0.957953175882353,0.9579472876470589,0.9579396170588235,0.9579340758823531,0.9579275994117649,0.9579209229411765,0.9579142194117649,0.9579074252941178,0.9579007529411766,0.957894944117647,0.9578896458823529,0.9578846494117647,0.9578799164705882,0.9578753870588237,0.9578708400000001,0.9578662852941177,0.9578617352941176,0.9578589117647058,0.9578587764705885,0.9578594264705884,0.9578606852941176,0.957861181764706,0.9578606052941178,0.9578598264705882,0.9578574829411766,0.9578551864705882,0.9578529747058824,0.9578510464705884,0.9578492758823529,0.9578473911764708,0.957845418235294,0.9578435452941176,0.9578417747058824,0.957840161764706,0.9578376441176469,0.9578360382352941,0.9578338505882352,0.9578314711764705,0.95783011,0.9578297511764707,0.9578295729411765,0.957830884117647,0.9578320864705883,0.9578332417647056,0.9578339564705883,0.957834674117647,0.9578354647058825,0.9578364217647061,0.9578373158823529,0.9578400370588234,0.9578399705882352,0.9578386605882351,0.9578370511764706,0.9578349929411765,0.9578326158823529,0.9578306952941176,0.9578291894117648,0.9578280358823529,0.9578272035294118,0.9578266270588235,0.957826171764706,0.9578259794117647,0.9578257458823529,0.9578256729411765,0.9578255082352941,0.9578252458823527,0.9578226547058823,0.9578225723529411,0.9578237352941176,0.9578252329411764,0.957827014117647,0.9578290352941177,0.9578304441176471,0.9578314906250001,0.9578322326666667,0.9578327635714287,0.9578329915384617,0.9578330408333334,0.9578327690909091,0.9578324429999998,0.9578320366666665
pNuLoCDScore	-0.04772004287581699,-0.06196921993464047,-0.0739100546405228,-0.08314488228758163,-0.08945054111111106,-0.09316722993464047,-0.09683580464052283,-0.09829236758169929,-0.10015374052287576,-0.09231033564705879,-0.08189988385026734,-0.07210004377450976,-0.06446101438914023,-0.05858666504201676,-0.052395676705882355,-0.04639926749999998,-0.03642636882352934,-0.01505919176470591,0.0029427588235293733,0.01861691941176466,0.03311739764705876,0.04774951588235293,0.06364974176470589,0.07887718352941175,0.09657692529411757,0.11539374117647053,0.13120480352941175,0.14518040352941172,0.15949283705882347,0.17463524235294114,0.18889352941176474,0.20205641588235296,0.21075758705882358,0.21499820117647062,0.2200291205882353,0.2258495900000001,0.23063183705882365,0.23105617058823533,0.22779574588235285,0.22159009411764713,0.21132796235294127,0.19786748176470592,0.18357450999999997,0.16972663117647058,0.15540799529411764,0.14021875882352935,0.1257127088235293,0.11394454823529404,0.11252417647058827,0.1130651211764706,0.1152512294117648,0.12127226823529408,0.12883118411764694,0.1381412917647058,0.14994644764705878,0.16377050294117634,0.1804793658823528,0.20014891176470573,0.22108295352941165,0.2427212635294118,0.2646127870588235,0.2873771558823529,0.3096571423529412,0.32943432823529406,0.33667164411764694,0.3355859982352941,0.33532041588235284,0.3285952311764706,0.3144278641176471,0.2976060288235294,0.28037364058823544,0.2622784052941177,0.24272184058823532,0.22125148352941182,0.19922950352941182,0.17653088117647064,0.15371233176470567,0.13034069999999986,0.10660808823529422,0.08381617470588243,0.0630212605882352,0.0531051535294117,0.041026911764705964,0.03034805882352931,0.024760361176470513,0.021671128235294157,-0.006439295882352952,-0.015094463529411767,-0.020225402352941207,-0.019613831176470586,-0.01714956352941177,-0.015028502352941148,-0.014042115882352935,-0.013544487647058817,-0.013068844117647027,-0.0104994836470588,-0.007257839893048124,-0.0038684867647058585,-0.0024128959276017714,-0.0023769491176470203,-0.003976747254901936,-0.005216573161764687,-0.002174559999999992,0.010926987647058795,0.022275164117647073,0.027140598235294078,0.029669992352941182,0.032978145294117606,0.03689534999999994,0.040046634117647056,0.04391456529411766,0.048921122941176426,0.054361667058823504,0.05871768705882352,0.06319190764705881,0.06920300588235298,0.07534643117647058,0.08280353941176477,0.08526818176470591,0.08327431411764713,0.07846235470588242,0.07387965117647063,0.07069198764705886,0.06702231176470583,0.06372663941176474,0.06300887294117644,0.06273402176470577,0.06091225764705882,0.05859226470588241,0.05653702764705876,0.05536398823529404,0.05374505411764691,0.05162521058823527,0.049457278235294,0.0527608094117647,0.06123232647058824,0.07108246411764707,0.08083893529411768,0.08949234294117647,0.09813679882352955,0.10682887823529419,0.11375888411764717,0.11850104176470594,0.12398035470588242,0.12996979647058826,0.13482838588235302,0.13959738117647064,0.1454364441176471,0.1518881017647059,0.15995197058823535,0.16449436647058824,0.16298928705882343,0.16147196529411761,0.1611065176470587,0.16285146647058818,0.16524587000000002,0.1682771147058824,0.1725205064705882,0.1783456723529412,0.18466993058823516,0.19132410588235288,0.19887007411764707,0.2063233452941176,0.21194340176470594,0.21578365176470587,0.2172439429411765,0.21768449823529423,0.22064394588235292,0.22198590764705872,0.22100586882352946,0.21713691823529413,0.2110184129411764,0.2037047811764704,0.1949765123529411,0.18519085588235296,0.1744831452941178,0.16312266529411767,0.15089078411764711,0.1382414458823531,0.12590144882352938,0.11494036352941184,-0.0008816989542483056,-0.006284743660130682,-0.011246403071895422,-0.014508070718954186,-0.016862512483660053,-0.016741797777777734,-0.015265551307189484,-0.012374844248366046,-0.006296238366013118,0.001827502764705835,0.005992349625668358,0.007999509950980283,0.007911124253393576,0.0054329603781511915,0.001024983803921492,-0.0034927664338235687,0.020611524117646995,0.053112088235294064,0.0848907229411765,0.11402378176470584,0.137887744117647,0.16063565999999993,0.18116837352941165,0.19832708588235295,0.21240916058823536,0.22654280705882363,0.24273877470588234,0.26075849176470595,0.2807048829411765,0.3018595088235295,0.3239100976470589,0.3454504800000001,0.3382838482352942,0.3008261505882354,0.26361774294117646,0.22762983411764698,0.19870594058823537,0.1727355452941176,0.14719747823529405,0.123474804117647,0.10116252117647045,0.08016784176470582,0.06221243588235298,0.0441071635294118,0.024466621764706042,0.0033979458823528708,-0.018719295882353104,-0.03870678764705893,-0.06390522235294138,-0.056865801764706014,-0.04555493588235293,-0.03311963588235278,-0.02415516294117659,-0.020016978235294136,-0.015249312352941025,-0.009214625294117651,-0.0051030894117645165,-0.0014121635294117585,-0.0029761047058821655,-0.006071117647058699,-0.004887882352941242,-0.0016119764705881945,0.004737761764705972,0.011299393529411783,0.024126771764706012,0.04108889235294122,0.050327566470588114,0.054785731176470454,0.05817504882352953,0.06276178764705886,0.06775740823529408,0.07133705823529424,0.07452354823529406,0.0788893705882352,0.08678942235294096,0.0986570929411762,0.10723084588235277,0.11204375294117641,0.11394434941176468,0.11245705647058812,0.11136199352941167,-0.04986406683006539,-0.06320538683006538,-0.07315342683006537,-0.0803413144771242,-0.08544351800653596,-0.08576610800653595,-0.08857768094771243,-0.08929529212418302,-0.09205789800653597,-0.08438817429411768,-0.07403276783422463,-0.06346203754901963,-0.05667363029411765,-0.051250788109243745,-0.045438224098039215,-0.03900509937499999,-0.03139913,-0.014444531470588218,-0.0027484038235294217,0.004526822058823515,0.008075607941176483,0.0059719420588235095,0.0054618102941176305,0.0030327226470588386,0.0016740794705882578,0.0023869353529412107,-0.001211868764705859,-0.009903025823529366,-0.016814974058823512,-0.023203486176470556,-0.029824194647058808,-0.036649171999999966,-0.0451952370588235,-0.055063633235294104,-0.062444313823529385,-0.06572067911764704,-0.06630292588235294,-0.06579848470588234,-0.06412036470588234,-0.06217729729411767,-0.05955154941176473,-0.059318553882352965,-0.057884158294117666,-0.05205560300000002,-0.04376697741176473,-0.037337075882352924,-0.029865622352941157,-0.023954586529411778,-0.019218278235294123,-0.012478173764705905,-0.007785478764705894,-0.0055145564117647095,-0.004025444941176459,-0.00247612935294117,-0.0005530799411764681,0.0007501261764706058,0.0019803761176470647,0.0033744335294117883,0.0048584167647059,0.004931897941176461,0.002077270294117653,0.0008458420588235427,-0.0012170259411764667,-0.0024775485294117466,-0.002047768235294109,-0.0017763503529411584,-0.00043024594117647974,0.0022810193529411854,0.004277949352941152,0.005823725294117635,0.006123807647058818,0.006589301764705874,0.007478754764705914,0.008380736470588221,0.00917351941176471,0.009688805294117656,0.009824758235294134,0.00967556299999997,0.009801389764705862,0.009856766823529386,0.00858362658823529,0.007625040117647058,0.007388760705882361,0.006045044588235279,0.0053705542941176465,0.004983164529411777,0.005220858058823538,0.005617186882352937,0.0056971968823529145,0.005704100470588239,0.005730945294117648,0.005830767647058824,0.005806968294117643,0.005943059411764734,0.006213161705882375,0.006749351705882367,0.008121070176470582,0.009704404176470588,0.01024826446323529,0.010163160984313732,0.009558640638655469,0.008665239909502256,0.007508496705882356,0.00605322451336901,0.004626364894117663,0.003296212352941183,0.0026788510588235254,0.002113302823529409,0.001938208941176467,0.0017000054117646962,0.0013705822352941127,0.0008635875294117634,0.00035394870588235927,-0.0010272035294117687
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	124...128;67...72;66...71;66...72;63...68
validnes_region	
nesbase_region	
