UniprotID	Q14155-5
Accession	Q14155;B1ALK6;B1ALK8;Q3LIA4;Q5W9H0;Q6P9G3;Q6PII2;Q86W63;Q8N3M1
EntryName	ARHG7_HUMAN
ProteinName	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)
GeneName	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314
Length	731
Function	Acts as a RAC1 guanine nucleotide exchange factor (GEF) and can induce membrane ruffling. Functions in cell migration, attachment and cell spreading. Promotes targeting of RAC1 to focal adhesions (By similarity). May function as a positive regulator of apoptosis. Downstream of NMDA receptors and CaMKK-CaMK1 signaling cascade, promotes the formation of spines and synapses in hippocampal neurons.
Subcellular Location	Cell junction; Focal adhesion; Cell projection; Ruffle; Cytoplasm; Cell cortex; Cell projection; Lamellipodium
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.14225467
pNuLoCRegion	
