UniprotID	Q8NB50-3
Accession	Q8NB50;B4DIP6;B4E0N3;B5MDX6;B7ZVZ2;B9EIP6;E9PFT8;J3QTA9
EntryName	ZFP62_HUMAN
ProteinName	Zinc finger protein 62 homolog (Zfp-62)
GeneName	ZFP62
Length	867
Function	May play a role in differentiating skeletal muscle.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.974003
pNuLoCRegion	20...38;118...132;157...178;196...216;230...261;271...290;311...369;395...416;419...421;438...451;474...517;596...622;642...659;672...696;704...736;749...773;797...815;831...854
