UniprotID	Q15700-2
Accession	Q15700;B7WNY8;F8W9V6;Q59G57;Q5H9Q4;Q68CQ8;Q6ZTA8
EntryName	DLG2_HUMAN
ProteinName	Disks large homolog 2 (Channel-associated protein of synapse-110) (Chapsyn-110) (Postsynaptic density protein PSD-93)
GeneName	DLG2
Length	975
Function	Required for perception of chronic pain through NMDA receptor signaling. Regulates surface expression of NMDA receptors in dorsal horn neurons of the spinal cord. Interacts with the cytoplasmic tail of NMDA receptor subunits as well as inward rectifying potassium channels. Involved in regulation of synaptic stability at cholinergic synapses. Part of the postsynaptic protein scaffold of excitatory synapses (By similarity).
Subcellular Location	Cell membrane; Postsynaptic density; Synapse; Membrane; Cell projection; Axon; Perikaryon
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.22546987
pNuLoCRegion	704...704
