UniprotID	Q12852-2
Accession	Q12852;B3KSS9;G3V1Y2;Q86VQ5;Q8WY25
EntryName	M3K12_HUMAN
ProteinName	Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase)
GeneName	MAP3K12 ZPK
Length	892
Function	Part of a non-canonical MAPK signaling pathway (PubMed:28111074). Activated by APOE, enhances the AP-1-mediated transcription of APP, via a MAP kinase signal transduction pathway composed of MAP2K7 and MAPK1/ERK2 and MAPK3/ERK1 (PubMed:28111074). May be an activator of the JNK/SAPK pathway.
Subcellular Location	Cytoplasm; Cell membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.34211206
pNuLoCRegion	59...71
