UniprotID	Q04656-5
Accession	Q04656;B1AT72;O00227;O00745;Q9BYY8
EntryName	ATP7A_HUMAN
ProteinName	Copper-transporting ATPase 1 (EC 7.2.2.8) (Copper pump 1) (Menkes disease-associated protein)
GeneName	ATP7A MC1 MNK
Length	1422
Function	ATP-driven copper (Cu(+)) ion pump that plays an important role in intracellular copper ion homeostasis (PubMed:10419525, PubMed:11092760, PubMed:28389643). Within a catalytic cycle, acquires Cu(+) ion from donor protein on the cytoplasmic side of the membrane and delivers it to acceptor protein on the lumenal side. The transfer of Cu(+) ion across the membrane is coupled to ATP hydrolysis and is associated with a transient phosphorylation that shifts the pump conformation from inward-facing to outward-facing state (PubMed:10419525, PubMed:19453293, PubMed:19917612, PubMed:28389643, PubMed:31283225). Under physiological conditions, at low cytosolic copper concentration, it is localized at the trans-Golgi network (TGN) where it transfers Cu(+) ions to cuproenzymes of the secretory pathway (PubMed:11092760, PubMed:28389643). Upon elevated cytosolic copper concentrations, it relocalizes to the plasma membrane where it is responsible for the export of excess Cu(+) ions (PubMed:10419525, PubMed:28389643). May play a dual role in neuron function and survival by regulating cooper efflux and neuronal transmission at the synapse as well as by supplying Cu(+) ions to enzymes such as PAM, TYR and SOD3 (By similarity) (PubMed:28389643). In the melanosomes of pigmented cells, provides copper cofactor to TYR to form an active TYR holoenzyme for melanin biosynthesis (By similarity).
Subcellular Location	Golgi apparatus; trans-Golgi network membrane; Cell membrane; Melanosome membrane; Early endosome membrane; Cell projection; Axon; Cell projection; Dendrite; Postsynaptic density; Cytoplasm; Cytosol; Endoplasmic reticulum
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.04175825
pNuLoCRegion	57...69
