UniprotID	Q96P20-6
Accession	Q96P20;A0A024R5Q0;B2RC97;B7ZKS9;B7ZKT2;B7ZKT3;O75434;Q17RS2;Q59H68;Q5JQS8;Q5JQS9;Q6TG35;Q8TCW0;Q8TEU9;Q8WXH9
EntryName	NLRP3_HUMAN
ProteinName	NACHT, LRR and PYD domains-containing protein 3 (EC 3.6.4.-) (Angiotensin/vasopressin receptor AII/AVP-like) (Caterpiller protein 1.1) (CLR1.1) (Cold-induced autoinflammatory syndrome 1 protein) (Cryopyrin) (PYRIN-containing APAF1-like protein 1)
GeneName	NLRP3 C1orf7 CIAS1 NALP3 PYPAF1
Length	1016
Function	Sensor component of the NLRP3 inflammasome, which mediates inflammasome activation in response to defects in membrane integrity, leading to secretion of inflammatory cytokines IL1B and IL18 and pyroptosis (PubMed:16407889, PubMed:18403674, PubMed:18604214, PubMed:23582325, PubMed:25686105, PubMed:27929086, PubMed:28656979, PubMed:28847925, PubMed:30487600, PubMed:30612879, PubMed:31086327, PubMed:31086329, PubMed:31189953, PubMed:33231615, PubMed:34133077, PubMed:34341353, PubMed:34512673, PubMed:36442502). In response to pathogens and other damage-associated signals that affect the integrity of membranes, initiates the formation of the inflammasome polymeric complex composed of NLRP3, CASP1 and PYCARD/ASC (PubMed:16407889, PubMed:18403674, PubMed:27432880, PubMed:28847925, PubMed:31189953, PubMed:33231615, PubMed:34133077, PubMed:34341353, PubMed:36142182, PubMed:36442502). Recruitment of pro-caspase-1 (proCASP1) to the NLRP3 inflammasome promotes caspase-1 (CASP1) activation, which subsequently cleaves and activates inflammatory cytokines IL1B and IL18 and gasdermin-D (GSDMD), promoting cytokine secretion and pyroptosis (PubMed:23582325, PubMed:28847925, PubMed:31189953, PubMed:33231615, PubMed:34133077, PubMed:34341353). Activation of NLRP3 inflammasome is also required for HMGB1 secretion; stimulating inflammatory responses (PubMed:22801494). Under resting conditions, ADP-bound NLRP3 is autoinhibited (PubMed:35114687). NLRP3 activation stimuli include extracellular ATP, nigericin, reactive oxygen species, crystals of monosodium urate or cholesterol, amyloid-beta fibers, environmental or industrial particles and nanoparticles, such as asbestos, silica, aluminum salts, cytosolic dsRNA, etc (PubMed:16407889, PubMed:18403674, PubMed:18604214, PubMed:19414800, PubMed:23871209). Almost all stimuli trigger intracellular K(+) efflux (By similarity). These stimuli lead to membrane perturbation and activation of NLRP3 (By similarity). Upon activation, NLRP3 is transported to microtubule organizing center (MTOC), where it is unlocked by NEK7, leading to its relocalization to dispersed trans-Golgi network (dTGN) vesicle membranes and formation of an active inflammasome complex (PubMed:36442502, PubMed:39173637). Associates with dTGN vesicle membranes by binding to phosphatidylinositol 4-phosphate (PtdIns4P) (PubMed:30487600, PubMed:34554188). Shows ATPase activity (PubMed:17483456).
Subcellular Location	Cytoplasm; Cytosol; Inflammasome; Cytoplasm; Cytoskeleton; Microtubule organizing center; Golgi apparatus membrane; Endoplasmic reticulum; Mitochondrion; Secreted; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
