UniprotID	Q6P996-5
Accession	Q6P996;B4DR55;B4DSL3;E7EMH5;E7EPL4;H3BNZ1;O00236;Q4F6X7;Q6PID7;Q86YF1;Q8N4Q9;Q8TBS5
EntryName	PDXD1_HUMAN
ProteinName	Pyridoxal-dependent decarboxylase domain-containing protein 1 (EC 4.1.1.-)
GeneName	PDXDC1 KIAA0251
Length	761
Function	
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.4879023
pNuLoCRegion	24...38
