UniprotID	Q13332-5
Accession	Q13332;O75255;O75870;Q15718;Q16341;Q2M3R7
EntryName	PTPRS_HUMAN
ProteinName	Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma)
GeneName	PTPRS
Length	1530
Function	Cell surface receptor that binds to glycosaminoglycans, including chondroitin sulfate proteoglycans and heparan sulfate proteoglycan (PubMed:21454754). Binding to chondroitin sulfate and heparan sulfate proteoglycans has opposite effects on PTPRS oligomerization and regulation of neurite outgrowth. Contributes to the inhibition of neurite and axonal outgrowth by chondroitin sulfate proteoglycans, also after nerve transection. Plays a role in stimulating neurite outgrowth in response to the heparan sulfate proteoglycan GPC2. Required for normal brain development, especially for normal development of the pituitary gland and the olfactory bulb. Functions as a tyrosine phosphatase (PubMed:8524829). Mediates dephosphorylation of NTRK1, NTRK2 and NTRK3 (By similarity). Plays a role in down-regulation of signaling cascades that lead to the activation of Akt and MAP kinases (By similarity). Down-regulates TLR9-mediated activation of NF-kappa-B, as well as production of TNF, interferon alpha and interferon beta (PubMed:26231120).
Subcellular Location	Cell membrane; Cell projection; Axon; Perikaryon; Cytoplasmic vesicle; Secretory vesicle; Synaptic vesicle membrane; Synapse; Synaptosome; Postsynaptic density; Cell projection; Neuron projection; Cell projection; Growth cone
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.013679328
pNuLoCRegion	
