UniprotID	Q15154-2
Accession	Q15154;A6NNN6;B4DYD5;E7ETA6;E7EV56;Q58F13;Q6P1K7;Q8NB85;Q9BWC1;Q9H4A2
EntryName	PCM1_HUMAN
ProteinName	Pericentriolar material 1 protein (PCM-1) (hPCM-1)
GeneName	PCM1
Length	1969
Function	Required for centrosome assembly and function (PubMed:12403812, PubMed:15659651, PubMed:16943179). Essential for the correct localization of several centrosomal proteins including CEP250, CETN3, PCNT and NEK2 (PubMed:12403812, PubMed:15659651). Required to anchor microtubules to the centrosome (PubMed:12403812, PubMed:15659651). Also involved in cilium biogenesis by recruiting the BBSome, a ciliary protein complex involved in cilium biogenesis, to the centriolar satellites (PubMed:20551181, PubMed:24121310, PubMed:27979967). Recruits the tubulin polyglutamylase complex (TPGC) to centriolar satellites (PubMed:34782749).
Subcellular Location	Cytoplasm; Cytoskeleton; Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Cytoplasmic granule; Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Centriolar satellite; Cytoplasm; Cytoskeleton; Cilium basal body
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.7179602
pNuLoCRegion	57...68;95...96
