UniprotID	Q9P107-2
Accession	Q9P107;A0AVN9;B7ZLZ0
EntryName	GMIP_HUMAN
ProteinName	GEM-interacting protein (GMIP)
GeneName	GMIP
Length	944
Function	Stimulates, in vitro and in vivo, the GTPase activity of RhoA.
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.54287064
pNuLoCRegion	255...257
