UniprotID	Q99728-2
Accession	Q99728;F6MDH7;F6MDH8;F6MDH9;O43574;Q53SS5
EntryName	BARD1_HUMAN
ProteinName	BRCA1-associated RING domain protein 1 (BARD-1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BARD1)
GeneName	BARD1
Length	758
Function	E3 ubiquitin-protein ligase. The BRCA1-BARD1 heterodimer specifically mediates the formation of 'Lys-6'-linked polyubiquitin chains and coordinates a diverse range of cellular pathways such as DNA damage repair, ubiquitination and transcriptional regulation to maintain genomic stability. Plays a central role in the control of the cell cycle in response to DNA damage. Acts by mediating ubiquitin E3 ligase activity that is required for its tumor suppressor function. Also forms a heterodimer with CSTF1/CSTF-50 to modulate mRNA processing and RNAP II stability by inhibiting pre-mRNA 3' cleavage.
Subcellular Location	Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9305227
pNuLoCRegion	4...18;123...135
