UniprotID	Q14653-5
Accession	Q14653;A8K7L2;B2RAZ3;Q5FBY1;Q5FBY2;Q5FBY4;Q7Z5G6
EntryName	IRF3_HUMAN
ProteinName	Interferon regulatory factor 3 (IRF-3)
GeneName	IRF3
Length	104
Function	Key transcriptional regulator of type I interferon (IFN)-dependent immune responses which plays a critical role in the innate immune response against DNA and RNA viruses (PubMed:22394562, PubMed:24049179, PubMed:25636800, PubMed:27302953, PubMed:31340999, PubMed:36603579, PubMed:8524823). Regulates the transcription of type I IFN genes (IFN-alpha and IFN-beta) and IFN-stimulated genes (ISG) by binding to an interferon-stimulated response element (ISRE) in their promoters (PubMed:11846977, PubMed:16846591, PubMed:16979567, PubMed:20049431, PubMed:32972995, PubMed:36603579, PubMed:8524823). Acts as a more potent activator of the IFN-beta (IFNB) gene than the IFN-alpha (IFNA) gene and plays a critical role in both the early and late phases of the IFNA/B gene induction (PubMed:16846591, PubMed:16979567, PubMed:20049431, PubMed:36603579). Found in an inactive form in the cytoplasm of uninfected cells and following viral infection, double-stranded RNA (dsRNA), or toll-like receptor (TLR) signaling, is phosphorylated by IKBKE and TBK1 kinases (PubMed:22394562, PubMed:25636800, PubMed:27302953, PubMed:36603579). This induces a conformational change, leading to its dimerization and nuclear localization and association with CREB binding protein (CREBBP) to form dsRNA-activated factor 1 (DRAF1), a complex which activates the transcription of the type I IFN and ISG genes (PubMed:16154084, PubMed:27302953, PubMed:33440148, PubMed:36603579). Can activate distinct gene expression programs in macrophages and can induce significant apoptosis in primary macrophages (PubMed:16846591). In response to Sendai virus infection, is recruited by TOMM70:HSP90AA1 to mitochondrion and forms an apoptosis complex TOMM70:HSP90AA1:IRF3:BAX inducing apoptosis (PubMed:25609812). Key transcription factor regulating the IFN response during SARS-CoV-2 infection (PubMed:33440148).
Subcellular Location	Cytoplasm; Nucleus; Mitochondrion
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.03155479
pNuLoCRegion	
pNuLoCScore	0.1754507137777778,0.1738771074,0.17059635490909095,0.16741740283333337,0.16430589184615385,0.16161445385714288,0.15972034493333337,0.15804854712500002,0.15753295258823533,0.14021528023529414,0.13846578729411765,0.1402516467058824,0.14519202000000003,0.14943201411764706,0.1526310017647059,0.1540008888235294,0.15601713352941174,0.15751969705882354,0.15840462294117647,0.16009375823529412,0.16261507764705882,0.1661480929411765,0.16944659999999998,0.17252310352941175,0.17724391529411765,0.17992839117647055,0.18273563235294116,0.18476248058823527,0.18650074117647059,0.18671971588235292,0.18580811529411764,0.1845853258823529,0.18325211411764702,0.182113454117647,0.18288342705882352,0.1834580894117647,0.18494470117647058,0.1861200888235294,0.18711815235294116,0.18955620411764706,0.1926030405882353,0.19480357294117645,0.1979361405882353,0.20075414235294117,0.20350527294117646,0.20603280529411766,0.2107966058823529,0.2164628570588235,0.22195060882352938,0.22720429294117647,0.23232229117647063,0.23669008470588235,0.2414457682352941,0.24605533470588234,0.25065134529411764,0.25480320823529407,0.26214991529411763,0.2674683882352941,0.27176218764705884,0.2762861782352941,0.28085742941176467,0.28599805352941177,0.29116055588235296,0.2958289264705882,0.30038204470588226,0.3046582870588235,0.3088919182352941,0.31268968294117644,0.31646419235294115,0.31965929411764704,0.3225904976470588,0.32503282058823535,0.32744040647058825,0.32544833529411765,0.3239374011764706,0.32219243999999997,0.32014430529411764,0.3179130823529412,0.3130000770588235,0.3073480752941177,0.30089486470588234,0.28902722823529414,0.27433837470588235,0.2583033915294118,0.24223662552941175,0.22675828876470588,0.21092844617647058,0.19529875017647055,0.17851153976470585,0.1617477975294117,0.1450666761764705,0.1291974361764706,0.11382333429411765,0.09867019682352943,0.08355677488235293,0.07106211958823529,0.0609230676875,0.049908089533333345,0.04379311307142857,0.04049020946153846,0.038728428083333336,0.03742081263636363,0.035739424400000004,0.03409006311111111
pNuLoCDScore	-0.01791776118954247,-0.03523543354248365,-0.03698492648366014,-0.03519906707189541,-0.030258693777777762,-0.026018699660130734,-0.022819712013071897,-0.02144982495424838,-0.019433580248366056,-0.016357410341176465,-0.012191731967914482,-0.007323644598039247,-0.001690814199095031,0.004533639084033619,0.009726255066666606,0.014474556404411726,0.019710962705882323,0.03971311094117641,0.044269845058823504,0.044510833882352885,0.04130872117647055,0.03728770176470586,0.033177113529411745,0.030584437058823494,0.027234980588235286,0.024593757058823468,0.02447880411764705,0.023364331176470576,0.022329623529411757,0.019971995882352905,0.017671552352941183,0.017033100588235317,0.015359125294117648,0.014875181764705897,0.015200508235294147,0.0159916617647059,0.01700453176470587,0.01931308941176474,0.024988490588235268,0.0318775311764706,0.03869849470588235,0.04509083882352946,0.04943886411764711,0.05323199529411765,0.05650106705882352,0.05993524588235294,0.06353319294117649,0.065247004117647,0.06954687470588233,0.07266481529411767,0.07382604705882354,0.07553203588235294,0.07735215647058821,0.0799652482352941,0.08036395000000005,0.07936606941176472,0.07843143588235288,0.077453994117647,0.07656962705882348,0.07599959823529409,0.07501842411764706,0.0736039594117647,0.07193915235294118,0.07022961235294128,0.06529049117647062,0.05797994705882353,0.052175213529411735,0.04590626176470586,0.03928687588235297,0.03191502882352942,0.021839521176470533,0.011519148823529446,0.0005128200000000804,-0.01563105882352933,-0.03455354352941176,-0.05438629141176465,-0.0742275668235294,-0.09290100535294116,-0.11166205147058825,-0.1297340704117648,-0.1489288667058824,-0.16370053776470594,-0.17887072500000006,-0.19299500382352938,-0.206320971,-0.21924288552941176,-0.22944330217647058,-0.2362859557058824,-0.23997179701838234,-0.2391191387019608,-0.23054526163445377,-0.2178131820678733,-0.2035081974460784,-0.18933747612834226,-0.17518902177647058,-0.16120868706535946,-0.14442147665359473,-0.12765773441830058,-0.1109766130653594,-0.09510737306535948,-0.07973327118300653,-0.06458013371241832,-0.04946671177124182,-0.03697205647712418
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	139..149
SeqNLSRegion	
SeqNLSPMID	
