UniprotID	Q92574-2
Accession	Q92574;B7Z897;Q5VVN5
EntryName	TSC1_HUMAN
ProteinName	Hamartin (Tuberous sclerosis 1 protein)
GeneName	TSC1 KIAA0243 TSC
Length	1113
Function	Non-catalytic component of the TSC-TBC complex, a multiprotein complex that acts as a negative regulator of the canonical mTORC1 complex, an evolutionarily conserved central nutrient sensor that stimulates anabolic reactions and macromolecule biosynthesis to promote cellular biomass generation and growth (PubMed:12172553, PubMed:12271141, PubMed:12906785, PubMed:15340059, PubMed:24529379, PubMed:28215400). The TSC-TBC complex acts as a GTPase-activating protein (GAP) for the small GTPase RHEB, a direct activator of the protein kinase activity of mTORC1 (PubMed:12906785, PubMed:15340059, PubMed:24529379). In absence of nutrients, the TSC-TBC complex inhibits mTORC1, thereby preventing phosphorylation of ribosomal protein S6 kinase (RPS6KB1 and RPS6KB2) and EIF4EBP1 (4E-BP1) by the mTORC1 signaling (PubMed:12271141, PubMed:24529379, PubMed:28215400, PubMed:33215753). The TSC-TBC complex is inactivated in response to nutrients, relieving inhibition of mTORC1 (PubMed:12172553, PubMed:24529379). Within the TSC-TBC complex, TSC1 stabilizes TSC2 and prevents TSC2 self-aggregation (PubMed:10585443, PubMed:28215400). Acts as a tumor suppressor (PubMed:9242607). Involved in microtubule-mediated protein transport via its ability to regulate mTORC1 signaling (By similarity). Also acts as a co-chaperone for HSP90AA1 facilitating HSP90AA1 chaperoning of protein clients such as kinases, TSC2 and glucocorticoid receptor NR3C1 (PubMed:29127155). Increases ATP binding to HSP90AA1 and inhibits HSP90AA1 ATPase activity (PubMed:29127155). Competes with the activating co-chaperone AHSA1 for binding to HSP90AA1, thereby providing a reciprocal regulatory mechanism for chaperoning of client proteins (PubMed:29127155). Recruits TSC2 to HSP90AA1 and stabilizes TSC2 by preventing the interaction between TSC2 and ubiquitin ligase HERC1 (PubMed:16464865, PubMed:29127155).
Subcellular Location	Lysosome membrane; Cytoplasm; Cytosol
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.5535894
pNuLoCRegion	10...35;60...68;279...292;324...340
