UniprotID	Q9P283-4
Accession	Q9P283;A8K5U2;B7Z393;F8W9U8;Q6DD89;Q6UY12;Q9NW17
EntryName	SEM5B_HUMAN
ProteinName	Semaphorin-5B
GeneName	SEMA5B KIAA1445 SEMAG UNQ5867/PRO34001
Length	1205
Function	May act as a positive axonal guidance cue.
Subcellular Location	Membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.30817187
pNuLoCRegion	27...74;141...162
