UniprotID	Q9H9B1-4
Accession	Q9H9B1;B1AQ58;B1AQ59;Q86X08;Q8TCN7;Q96F53;Q96JF1;Q96KH4
EntryName	EHMT1_HUMAN
ProteinName	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (EC 2.1.1.367) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)
GeneName	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D
Length	808
Function	Histone methyltransferase that specifically mono- and dimethylates 'Lys-9' of histone H3 (H3K9me1 and H3K9me2, respectively) in euchromatin. H3K9me represents a specific tag for epigenetic transcriptional repression by recruiting HP1 proteins to methylated histones. Also weakly methylates 'Lys-27' of histone H3 (H3K27me). Also required for DNA methylation, the histone methyltransferase activity is not required for DNA methylation, suggesting that these 2 activities function independently. Probably targeted to histone H3 by different DNA-binding proteins like E2F6, MGA, MAX and/or DP1. During G0 phase, it probably contributes to silencing of MYC- and E2F-responsive genes, suggesting a role in G0/G1 transition in cell cycle. In addition to the histone methyltransferase activity, also methylates non-histone proteins: mediates dimethylation of 'Lys-373' of p53/TP53. Represses the expression of mitochondrial function-related genes, perhaps by occupying their promoter regions, working in concert with probable chromatin reader BAZ2B (By similarity).
Subcellular Location	Nucleus; Chromosome
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9805166
pNuLoCRegion	24...41;257...262;292...308;346...362;434...459;591...610
