UniprotID	Q5TI25-2
Accession	Q5TI25;A0A087WVU4;Q5TI23;Q8IX76;Q9UJI9
EntryName	NBPFE_HUMAN
ProteinName	NBPF family member NBPF14 (Neuroblastoma breakpoint family member 14)
GeneName	NBPF14
Length	921
Function	
Subcellular Location	Cytoplasm
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.8846889
pNuLoCRegion	8...26;502...515;542...542;586...587;812...825
