UniprotID	Q93073-2
Accession	Q93073;Q8N767
EntryName	SBP2L_HUMAN
ProteinName	Selenocysteine insertion sequence-binding protein 2-like (SECIS-binding protein 2-like)
GeneName	SECISBP2L KIAA0256
Length	1056
Function	Binds SECIS (Sec insertion sequence) elements present on selenocysteine (Sec) protein mRNAs, but does not promote Sec incorporation into selenoproteins in vitro.
Subcellular Location	
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.8208185
pNuLoCRegion	36...45;63...65;123...131;250...259;329...330
