UniprotID	Q32P44-2
Accession	Q32P44;Q6ZQW7;Q8NA55
EntryName	EMAL3_HUMAN
ProteinName	Echinoderm microtubule-associated protein-like 3 (EMAP-3)
GeneName	EML3
Length	917
Function	Regulates mitotic spindle assembly, microtubule (MT)-kinetochore attachment and chromosome separation via recruitment of HAUS augmin-like complex and TUBG1 to the existing MTs and promoting MT-based MT nucleation (PubMed:30723163). Required for proper alignnment of chromosomes during metaphase (PubMed:18445686).
Subcellular Location	Cytoplasm; Cytoskeleton; Cytoplasm; Nucleus; Midbody; Cytoplasm; Cytoskeleton; Spindle
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9027719
pNuLoCRegion	307...332;619...633
