UniprotID	Q03060-1
Accession	Q03060;A8K014;A8K3J7;A8K6A1;A8MPQ2;B4DXC1;C9J785;C9JZ10;E9PAR4;E9PHM1;O75519;Q14501;Q14503;Q14504;Q14505;Q14506;Q15731;Q16114;Q16116;Q5T9H7;Q5W1A6;Q5W1A7;Q5W1A8;Q5W1A9;Q5W1B0;Q5W1B2;Q7Z2Q6;Q8IVD4;Q96AG7;Q9NZ98;Q9NZ99;Q9NZB9
EntryName	CREM_HUMAN
ProteinName	cAMP-responsive element modulator (Inducible cAMP early repressor) (ICER)
GeneName	CREM
Length	349
Function	Transcriptional regulator that binds the cAMP response element (CRE), a sequence present in many viral and cellular promoters. Isoforms are either transcriptional activators or repressors. Plays a role in spermatogenesis and is involved in spermatid maturation (PubMed:10373550).
Subcellular Location	Nucleus; Cytoplasm; Nucleus
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.97196895
pNuLoCRegion	8...36;304...327
pNuLoCScore	0.3046167344444444,0.306984119,0.3080142718181818,0.3106057775,0.3134687500000001,0.31774525571428575,0.3208390120000001,0.32533602062500006,0.3303985770588236,0.3292298270588236,0.32994723941176474,0.3399379794117647,0.358431014117647,0.3796370958823529,0.4025347388235294,0.42521722588235294,0.44441991176470586,0.4654073764705883,0.4868481382352941,0.5087012417647058,0.5299254005882352,0.5494854729411763,0.5667533888235293,0.5842735323529411,0.605025194117647,0.6227556617647059,0.6389140117647059,0.6564502982352941,0.6702293217647058,0.6817534941176472,0.6932205452941177,0.7015474005882354,0.7085200005882354,0.7146116323529412,0.7197205535294119,0.72372574,0.7283632011764707,0.7326585852941176,0.7379924352941177,0.7442629794117648,0.7509176947058824,0.7527116300000001,0.756087545882353,0.7600708182352943,0.7618785064705884,0.7626518323529413,0.7641942852941177,0.7653861635294118,0.7668223076470588,0.7679620223529412,0.7691063847058824,0.7699157805882354,0.7704197311764706,0.7707229270588235,0.770962564117647,0.7714479052941176,0.7735221747058824,0.7750777364705881,0.776949742352941,0.779777642352941,0.7829383435294117,0.78615182,0.7892852235294118,0.7924275729411765,0.7951198847058825,0.797526981764706,0.7998960700000002,0.8023660347058824,0.8049092447058824,0.8077003705882355,0.8103528570588235,0.8129304511764707,0.8154456376470588,0.8160994535294117,0.8173218623529411,0.8182423588235295,0.8187360705882352,0.8189523911764705,0.8192292811764704,0.8196750664705881,0.8203201111764704,0.8213028758823528,0.8225644464705881,0.8238281111764706,0.8250050288235294,0.826060684117647,0.8269369605882354,0.8276537958823529,0.8284948194117647,0.829546354117647,0.8312049011764707,0.832733081764706,0.833913505882353,0.8349933500000001,0.836023261764706,0.836915921764706,0.8379134658823529,0.8388434105882353,0.839586255882353,0.840066663529412,0.8403749988235295,0.8405081811764707,0.8407801729411766,0.84106134,0.8414624752941177,0.8416888047058824,0.8416851482352941,0.841182368235294,0.8406783464705881,0.8404969023529412,0.8402623817647058,0.8400304905882353,0.8398795817647058,0.8396171729411764,0.8393677811764705,0.8392975947058823,0.8394210011764706,0.8395962364705882,0.8398955011764706,0.8401852247058824,0.8407062047058824,0.840305524117647,0.8394167570588236,0.83861689,0.8378914664705882,0.8370515194117647,0.8362504194117646,0.8355723135294119,0.8345516047058823,0.8335412517647058,0.8324560194117647,0.8312033547058825,0.8297900370588236,0.828502258235294,0.8273783858823529,0.8262530035294118,0.8251383188235294,0.8238481364705883,0.8234713547058824,0.8235530900000001,0.8235331276470589,0.8234939111764706,0.8235835170588237,0.8236208464705884,0.8234473758823532,0.8235458994117648,0.8236888547058826,0.8240064135294118,0.8244725488235295,0.8250435194117648,0.8254992488235294,0.8258452888235294,0.8250586241176471,0.8239861970588235,0.8225304529411765,0.8208595623529412,0.819370161764706,0.818501271764706,0.8178101858823531,0.8168967388235295,0.8158745235294119,0.8148882764705884,0.8138546470588237,0.8127524658823531,0.8116093164705883,0.8104948635294118,0.80941084,0.8083682105882353,0.8072521135294117,0.8070880429411765,0.8071846752941177,0.8076192523529412,0.808231385882353,0.8086239382352942,0.8083762670588236,0.8079480058823529,0.807613097647059,0.8073370070588236,0.8070778982352941,0.8068830200000001,0.8066795694117649,0.8064773482352944,0.8061689247058825,0.8058585852941178,0.8054527970588237,0.8039704500000001,0.8031674676470589,0.8022238735294117,0.8014439435294116,0.8007651376470587,0.8001946723529413,0.7996707823529412,0.7991895588235294,0.7988906847058823,0.7986511317647058,0.7984268052941177,0.7982644894117646,0.798118336470588,0.7979460188235293,0.7978716305882353,0.7977718052941176,0.7977023700000001,0.7988244911764707,0.7995176711764707,0.8005181070588235,0.8015283452941177,0.8026514682352942,0.8038582870588236,0.8051571352941176,0.8065483117647059,0.8081534588235294,0.8099467,0.8118468823529411,0.8137925117647058,0.8158241117647059,0.8178687447058824,0.8210045723529412,0.8245307429411765,0.8275356511764707,0.8304560123529413,0.8330943911764707,0.8356672152941176,0.838220048235294,0.8405285364705882,0.8428049429411765,0.8450202023529411,0.8471205541176471,0.8490073247058822,0.8507293423529412,0.8523484129411765,0.8538861129411766,0.855361271764706,0.8569522505882352,0.8574825247058824,0.8577038894117648,0.858496445882353,0.8593651552941177,0.8604503670588235,0.8614053070588235,0.8622200505882353,0.8630193205882353,0.8636115735294119,0.864091981764706,0.8644977676470589,0.8648627264705882,0.8651991382352943,0.8655545323529411,0.8659376911764705,0.8648961617647057,0.8648115005882353,0.8646640776470588,0.8645983229411764,0.8645488611764706,0.8645008752941176,0.8644869694117647,0.8644553252941177,0.8643664817647059,0.8642938170588235,0.8642840605882354,0.8643437511764706,0.8644880005882353,0.8646255358823528,0.864745618235294,0.864758732352941,0.864686246470588,0.8659714876470586,0.8662431164705882,0.8665841811764703,0.866909635882353,0.8673134682352942,0.867768,0.8682703235294118,0.86886662,0.8695711164705883,0.8703333335294117,0.8711947158823529,0.8720672047058824,0.8729012611764705,0.8737139276470589,0.8744742823529412,0.8754017582352942,0.8764880176470587,0.87773402,0.878842475882353,0.8804136647058824,0.881770985882353,0.8829054094117648,0.8839418188235295,0.8848341011764707,0.885551677647059,0.8861648305882355,0.8867034323529414,0.8871437852941177,0.8876061388235295,0.8880673447058824,0.8885009841176472,0.8889438352941177,0.8893327100000001,0.889573965882353,0.889775141764706,0.8901117241176472,0.8900407270588238,0.8906591847058826,0.8917610288235296,0.8935196641176472,0.8958867847058825,0.8986851352941178,0.9017856735294119,0.9050006164705883,0.9084032188235295,0.9119075652941177,0.9155095594117647,0.9203920123529412,0.9252969417647059,0.9301497805882353,0.9350653452941176,0.9398974347058824,0.94468375,0.9493402164705882,0.953395914117647,0.9570631917647058,0.9600914035294117,0.9625511747058824,0.9646563335294118,0.966493065882353,0.9682333129411764,0.9697766694117649,0.9711310370588236,0.9723613664705882,0.9723235194117646,0.972285484117647,0.9722570841176472,0.9722318488235293,0.9722182399999999,0.9722007517647058,0.9721865794117646,0.9721650205882351,0.9721392929411763,0.9721173847058824,0.9721002711764707,0.9720890270588237,0.97208736625,0.972080264,0.9720683757142857,0.9720558507692308,0.9720449966666665,0.9720352509090908,0.972028246,0.9720236222222223
pNuLoCDScore	0.025781842614379158,0.024613092614379162,0.02533050496732031,0.03532124496732025,0.05381427967320257,0.07502036143790847,0.09791800437908499,0.12060049143790852,0.13980317732026143,0.15842325747058827,0.1788338664171123,0.19809546426470576,0.21645665058823516,0.2317402172268906,0.24591437682352923,0.25893751172794105,0.2746266170588234,0.2935258347058823,0.3089667723529411,0.3165123188235294,0.31179830764705885,0.3021163982352943,0.2906858064705883,0.27633017470588245,0.26410008882352953,0.24920425588235295,0.23287241529411778,0.21502449823529424,0.19843780058823546,0.18317311235294131,0.1712390464705884,0.15998944705882368,0.14589250058823544,0.1299559682352942,0.1171735341176472,0.10362052000000022,0.09164918470588257,0.08089833823529413,0.07097374000000001,0.06383876294117641,0.058302307058823444,0.05335038999999997,0.04938583117647055,-0.029356668627450982,-0.03927030803921569,-0.04754208039215688,-0.05396657921568626,-0.05651738803921569,-0.05606892098039218,-0.05598634745098041,-0.056358282156862755,-0.05618018098039215,-0.047185802352941175,-0.04019136941176474,-0.033838142843137214,-0.027700487104072385,-0.02229592159663865,-0.018156162705882356,-0.014820029007352936,-0.01007548352941176,0.004077767647058805,0.016652089411764687,0.027992069999999952,0.035252739411764655,0.03935719882352942,0.04373055000000001,0.04802469764705883,0.05208998235294118,0.054033528823529436,0.05627227294117651,0.05868462117647058,0.0609260005882353,0.06286320411764706,0.06548703529411765,0.06867089117647057,0.07028988058823532,0.06900901000000001,0.06661725352941178,0.06333960882352949,0.05979984352941181,0.05608995529411767,0.05233438117647063,0.049124632941176416,0.046263345294117575,0.04326021058823523,0.039855459999999954,0.03623002588235294,0.032567124705882355,0.028805451176470542,0.025203409411764743,0.0212069841176471,0.016306879999999913,0.0125725176470588,0.009763731764705963,0.007094199411764701,0.005773905294117587,0.005084657647058843,0.005116155294117686,0.0054652564705883755,0.005348768235294232,0.0053086788235295335,0.005531355294117746,0.006395355294117666,0.007338240588235234,0.008449821764705934,0.009318864117647041,0.010087905882352921,0.011656642352941227,0.014658514117647126,0.01832057411764698,0.021996352352941173,0.02486032647058828,0.02693983823529411,0.028211866470588154,0.028601221176470404,0.02832091294117639,0.02789829882352929,0.027363744705882376,0.02636603941176474,0.02512167058823539,0.023720699999999983,0.021968269411764663,0.02040871882352946,0.016465224705882353,0.011422652941176392,0.0056112441176470185,0.0007245082352940746,-0.0035342723529411812,-0.007213416470588319,-0.010547685882352997,-0.01317946529411751,-0.01504223470588234,-0.016448084117647033,-0.017708238823529565,-0.018677046470588266,-0.01933533176470592,-0.01982675117647059,-0.020208682941176392,-0.020493438235294092,-0.01835134823529405,-0.013361794117646986,-0.007909457647058693,-0.0031810899999999975,4.140058823531856e-05,0.0025924435294118475,0.0048013441176470995,0.006529905294117566,0.007670225882352888,0.008320475294117613,0.008792467058823583,0.009209916470588275,0.009451291764705883,0.009475647647058827,0.009571492941176374,0.009715376470588122,0.007847402941176362,0.003815697058823453,-0.0002768282352942353,-0.004201756470588236,-0.007182957647058841,-0.009432529411764645,-0.011653547058823488,-0.013899755294117577,-0.01566186117647056,-0.016969705882352915,-0.017998465882352987,-0.019048491176470617,-0.020125801176470504,-0.020984885294117628,-0.021804123529411745,-0.022710047058823513,-0.02167583882352936,-0.01901827117647059,-0.017036370588235317,-0.01554090411764708,-0.014555461176470552,-0.013803141764705928,-0.013024258823529422,-0.011793433529411812,-0.01030788529411758,-0.009143835882352847,-0.008189011764705767,-0.00732439705882354,-0.006372778823529435,-0.005504399411764671,-0.004617717058823467,-0.0035466811764705564,-0.0019291717647058615,-0.0024525617647058184,-0.0024065064705881545,-0.0021823435294117677,-0.0017158635294117763,-0.0009971805882353357,-0.00018458058823533907,0.00048615470588231346,0.000889973529411725,0.0015882252941175623,0.002743583529411675,0.004274837058823477,0.006222078235293971,0.008503503529411649,0.011083396470588203,0.013715746470588264,0.016247961764705943,0.018754911176470657,0.021513377058823502,0.024406517058823574,0.027636194117647006,0.03073391058823527,0.03388448823529416,0.03727555705882363,0.040346957058823574,0.04327478294117648,0.045525830000000045,0.047216817058823524,0.04825879764705898,0.04854392411764713,0.04840886,0.047815071764705896,0.048263037647058804,0.048764957058823444,0.04868577470588237,0.04818007529411761,0.04712096647058822,0.04586893058823527,0.04505356235294122,0.04414826235294117,0.04338280529411759,0.04285430176470589,0.04252439764705884,0.04253130058823534,0.042620517647058764,0.043079380000000056,0.043649821176470704,0.04407573705882356,0.04283765647058818,0.03983207176470588,0.036794075294117656,0.03407114529411759,0.03195184588235295,0.030263337647058797,0.02804543117647046,0.025429807058823473,0.022594191176470546,0.019403228235294057,0.016198738235294052,0.012891459411764672,0.009737681176470558,0.006664660588235172,0.0036112852941174722,0.0009719564705881201,-0.0014978205882353324,-0.0015202741176469914,-0.0008480082352940732,-0.00018807470588222408,9.701294117653303e-05,-0.00047170352941167115,-0.0013400970588233752,-0.0019776876470587457,-0.002252705294117585,-0.0020839558823527726,-0.0014364317647058145,-0.0003479764705881516,0.0009601252941175975,0.002558702941176494,0.004465271176470664,0.0065148705882353,0.00870222176470592,0.010818065294117551,0.012222490588235324,0.01340426588235294,0.014675543529411805,0.016413790588235333,0.01907929999999991,0.022218507647058794,0.025444054705882402,0.02810099882352929,0.030394318823529387,0.03173683647058817,0.032398856470588266,0.03257435647058832,0.032166685882353,0.031224921764705926,0.029145820000000044,0.02668046882352959,0.024540900588235326,0.023235197058823542,0.0220729629411765,0.020887551764705914,0.01917115117647067,0.017217572352941246,0.014694325294117627,0.012700495294117709,0.010904959411764725,0.009822338823529397,0.0119493482352942,0.015953896470588202,0.02353758823529406,0.034409644705882314,0.04790713470588226,0.06328042882352924,0.07855999529411756,0.09390855411764704,0.10933952352941168,0.12525615294117637,0.14169552647058814,0.15846484647058817,0.17557078529411774,0.19304081588235295,0.21000612000000002,0.22690682588235295,0.24068632823529396,0.2503752117647058,0.2553436970588233,0.2540741794117645,0.25059257941176466,0.24327398705882353,0.23491550882352935,0.2259817676470588,0.21600760058823543,0.20475115764705887,0.19244470470588237,0.17922895529411764,0.16564139882352935,0.1512076994117647,0.1367638282352941,0.12216124352941171,-0.01729148044444445,-0.030024769856209166,-0.04254535338562093,-0.05401262338562092,-0.05618834691503269,-0.05382116191503268,-0.05120138031944446,-0.04715007544444445,-0.04396465630158733,-0.03652732517692309,-0.03358146819696972,-0.03350476068939398,-0.034249720769230774,-0.033855998642857155,-0.03318892206666668,-0.03169995443750001,-0.02917826300000001,-0.016444973588235295,-0.003924390058823529,0.0075428799411764585,0.009718603470588227,0.00735141847058822
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	124...128
validnes_region	
nesbase_region	
