UniprotID	Q86Y91-6
Accession	Q86Y91;A0A0C4DGP2;A0A0C4DGP5;A6NJI2;B7ZM49;B9EGM8;D5L6I1
EntryName	KI18B_HUMAN
ProteinName	Kinesin-like protein KIF18B
GeneName	KIF18B
Length	833
Function	In complex with KIF2C, constitutes the major microtubule plus-end depolymerizing activity in mitotic cells. Its major role may be to transport KIF2C and/or MAPRE1 along microtubules.
Subcellular Location	Nucleus; Cytoplasm; Cytoplasm; Cytoskeleton
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9104349
pNuLoCRegion	57...72;635...665
