UniprotID	Q9BVG8-6
Accession	Q9BVG8;A8K6S2;B7Z484;O75299;Q49A29;Q49AQ0;Q59G19;Q8IUT3;Q96HW6
EntryName	KIFC3_HUMAN
ProteinName	Kinesin-like protein KIFC3
GeneName	KIFC3
Length	848
Function	Minus-end microtubule-dependent motor protein. Involved in apically targeted transport (By similarity). Required for zonula adherens maintenance.
Subcellular Location	Cell junction; Adherens junction; Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Cytoplasmic vesicle membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.25586832
pNuLoCRegion	13...21
