UniprotID	Q9Y561-2
Accession	Q9Y561;A8K137;B4DRQ2
EntryName	LRP12_HUMAN
ProteinName	Low-density lipoprotein receptor-related protein 12 (LDLR-related protein 12) (LRP-12) (Suppressor of tumorigenicity 7 protein)
GeneName	LRP12 ST7
Length	840
Function	Probable receptor, which may be involved in the internalization of lipophilic molecules and/or signal transduction. May act as a tumor suppressor.
Subcellular Location	Membrane; Membrane; Coated pit
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.02339299
pNuLoCRegion	
