UniprotID	Q96P47-4
Accession	Q96P47;B3KNZ8;E9PAL8;Q59EN0;Q96RK3
EntryName	AGAP3_HUMAN
ProteinName	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 (AGAP-3) (CRAM-associated GTPase) (CRAG) (Centaurin-gamma-3) (Cnt-g3) (MR1-interacting protein) (MRIP-1)
GeneName	AGAP3 CENTG3
Length	911
Function	GTPase-activating protein for the ADP ribosylation factor family (Potential). GTPase which may be involved in the degradation of expanded polyglutamine proteins through the ubiquitin-proteasome pathway.
Subcellular Location	Cytoplasm
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.6509494
pNuLoCRegion	10...45
