UniprotID	Q66K14-2
Accession	Q66K14;D3DWQ5;D3DWQ6;O75163;Q53EY0;Q6MZI2;Q96H49
EntryName	TBC9B_HUMAN
ProteinName	TBC1 domain family member 9B
GeneName	TBC1D9B KIAA0676
Length	1233
Function	May act as a GTPase-activating protein for Rab family protein(s).
Subcellular Location	Membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.30286852
pNuLoCRegion	53...66;93...108
