UniprotID	Q09428-2
Accession	Q09428;A6NMX8;E3UYX6;O75948;Q16583
EntryName	ABCC8_HUMAN
ProteinName	ATP-binding cassette sub-family C member 8 (Sulfonylurea receptor 1)
GeneName	ABCC8 HRINS SUR SUR1
Length	1582
Function	Regulator subunit of pancreatic ATP-sensitive potassium channel (KATP), playing a major role in the regulation of insulin release. In pancreatic cells, it forms KATP channels with KCNJ11; KCNJ11 forms the channel pore while ABCC8 is required for activation and regulation.
Subcellular Location	Cell membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.019890532
pNuLoCRegion	9...25
