UniprotID	Q14004-2
Accession	Q14004;Q53G78;Q6DKQ9;Q75MH4;Q75MH5;Q96JN4;Q9H4A0;Q9H4A1;Q9UDR4
EntryName	CDK13_HUMAN
ProteinName	Cyclin-dependent kinase 13 (EC 2.7.11.22) (EC 2.7.11.23) (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller)
GeneName	CDK13 CDC2L CDC2L5 CHED KIAA1791
Length	1452
Function	Cyclin-dependent kinase which displays CTD kinase activity and is required for RNA splicing. Has CTD kinase activity by hyperphosphorylating the C-terminal heptapeptide repeat domain (CTD) of the largest RNA polymerase II subunit RPB1, thereby acting as a key regulator of transcription elongation. Required for RNA splicing, probably by phosphorylating SRSF1/SF2. Required during hematopoiesis. In case of infection by HIV-1 virus, interacts with HIV-1 Tat protein acetylated at 'Lys-50' and 'Lys-51', thereby increasing HIV-1 mRNA splicing and promoting the production of the doubly spliced HIV-1 protein Nef.
Subcellular Location	Nucleus speckle
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.9816487
pNuLoCRegion	6...38;54...55;77...78;96...118
