UniprotID	Q9Y5H8-2
Accession	Q9Y5H8;O75286
EntryName	PCDA3_HUMAN
ProteinName	Protocadherin alpha-3 (PCDH-alpha-3)
GeneName	PCDHA3
Length	824
Function	Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain.
Subcellular Location	Cell membrane
Disorder	
ExposeBuried	
SurfaceAccessbility	
SecondStructure	
Hydropathy	
Polar	
Charge	
pNuLoCProb	0.14464237
pNuLoCRegion	33...38;53...68
